race_id,date,venue,race_number,formation,first_numbers,second_numbers,third_numbers,decision,ticket_count,estimated_hit_rate,confidence,actual_hit,hit_ticket,stake_units,return_units,profit_units,first_back_max,first_chigire_max,first_p1_max,time_band,field_size,race_class_scope,prediction_gate_profile
20250629-56-07,2025-06-29,岸和田,7,257-57-3457,257,57,3457,BUY,10,0.150809268698,B,False,5-1-7,10.0,0.0,-10.0,11.0,0.5192,0.274500297797,day,7,s,line_break_back_chigire_all
20250629-56-10,2025-06-29,岸和田,10,125-15-1457,125,15,1457,BUY,10,0.158491412442,B,False,1-5-2,10.0,0.0,-10.0,10.0,0.3488,0.335634800285,day,7,s,line_break_back_chigire_all
20250629-56-11,2025-06-29,岸和田,11,457-45-2457,457,45,2457,BUY,8,0.150443904541,B,False,4-3-5,8.0,0.0,-8.0,21.0,0.3838,0.286190209844,day,7,s,line_break_back_chigire_all
20250629-61-05,2025-06-29,玉野,5,123-15-1235,123,15,1235,BUY,10,0.165361387446,B,True,1-5-2,10.0,31.5,21.5,15.0,0.5713,0.274166498675,day,6,s,line_break_back_chigire_all
20250629-61-12,2025-06-29,玉野,12,123-13-1357,123,13,1357,BUY,10,0.174595135459,B,False,1-5-7,10.0,0.0,-10.0,15.0,0.521,0.293476381201,day,7,s,line_break_back_chigire_all
20250630-13-01,2025-06-30,いわき平,1,145-14-1347,145,14,1347,BUY,10,0.146383687255,B,False,4-3-5,10.0,0.0,-10.0,13.0,0.4965,0.275056803663,day,7,non_s,line_break_back_chigire_all
20250630-13-09,2025-06-30,いわき平,9,147-17-1237,147,17,1237,BUY,10,0.148352794714,B,False,1-4-3,10.0,0.0,-10.0,19.0,0.2115,0.30020398807,day,7,non_s,line_break_back_chigire_all
20250630-34-04,2025-06-30,川崎,4,127-17-1457,127,17,1457,BUY,10,0.163229241864,B,True,7-1-5,10.0,4.1,-5.9,12.0,0.4825,0.416616345721,day,7,non_s,line_break_back_chigire_all
20250630-44-01,2025-06-30,大垣,1,124-12-1235,124,12,1235,BUY,10,0.24647938427,A,False,1-4-3,10.0,0.0,-10.0,13.0,0.4305,0.30940952514,day,5,non_s,line_break_back_chigire_all
20250630-44-03,2025-06-30,大垣,3,134-12-1234,134,12,1234,BUY,10,0.223495352205,A,False,5-3-2,10.0,0.0,-10.0,10.0,0.4235,0.275615291354,day,6,non_s,line_break_back_chigire_all
20250630-56-06,2025-06-30,岸和田,6,134-13-1356,134,13,1356,BUY,10,0.192478078587,A,False,3-5-6,10.0,0.0,-10.0,17.0,0.4895,0.333583604106,day,6,s,line_break_back_chigire_all
20250630-63-03,2025-06-30,防府,3,245-45-2345,245,45,2345,BUY,8,0.144634972809,B,True,4-5-2,8.0,24.5,16.5,12.0,0.4253,0.383221497836,day,7,non_s,line_break_back_chigire_all
20250630-63-06,2025-06-30,防府,6,345-35-1235,345,35,1235,BUY,10,0.152231942948,B,False,3-5-6,10.0,0.0,-10.0,11.0,0.3802,0.351999064088,day,7,non_s,line_break_back_chigire_all
20250701-56-05,2025-07-01,岸和田,5,345-35-1235,345,35,1235,BUY,10,0.196564546916,A,True,5-3-1,10.0,11.2,1.1999999999999993,20.0,0.5713,0.306247998771,day,6,s,line_break_back_chigire_all
20250701-56-07,2025-07-01,岸和田,7,145-15-1257,145,15,1257,BUY,10,0.153865271181,B,True,5-1-7,10.0,4.4,-5.6,9.0,0.5817,0.284403754745,day,7,s,line_break_back_chigire_all
20250702-22-08,2025-07-02,前橋,8,357-57-3457,357,57,3457,BUY,8,0.143589879252,B,False,5-3-2,8.0,0.0,-8.0,10.0,0.4795,0.260051373534,day,7,non_s,line_break_back_chigire_all
20250702-28-03,2025-07-02,立川,3,135-13-1347,135,13,1347,BUY,10,0.140392727498,B,False,3-5-4,10.0,0.0,-10.0,14.0,0.413,0.270570453084,day,7,non_s,line_break_back_chigire_all
20250702-42-05,2025-07-02,名古屋,5,357-35-2357,357,35,2357,BUY,8,0.155554150716,B,False,3-7-5,8.0,0.0,-8.0,14.0,0.5,0.418375582366,day,7,non_s,line_break_back_chigire_all
20250703-22-09,2025-07-03,前橋,9,125-15-1345,125,15,1345,BUY,10,0.146340151328,B,True,5-1-3,10.0,8.2,-1.8000000000000007,9.0,0.4135,0.354841274439,day,7,non_s,line_break_back_chigire_all
20250703-42-01,2025-07-03,名古屋,1,134-14-1346,134,14,1346,BUY,8,0.145099601289,B,False,3-5-1,8.0,0.0,-8.0,8.0,0.4165,0.288416148962,day,6,non_s,line_break_back_chigire_all
20250704-38-06,2025-07-04,静岡,6,124-12-1235,124,12,1235,BUY,10,0.141069410598,B,True,2-1-5,10.0,3.0,-7.0,16.0,0.3055,0.358030225925,day,7,non_s,line_break_back_chigire_all
20250704-84-02,2025-07-04,武雄,2,123-12-1234,123,12,1234,BUY,8,0.160918565239,B,False,1-2-5,8.0,0.0,-8.0,12.0,0.4392,0.276640412537,day,7,non_s,line_break_back_chigire_all
20250704-84-05,2025-07-04,武雄,5,124-12-1235,124,12,1235,BUY,10,0.142330405157,B,True,1-2-5,10.0,2.2,-7.8,19.0,0.4165,0.276592001354,day,7,non_s,line_break_back_chigire_all
20250704-86-03,2025-07-04,別府,3,157-57-2457,157,57,2457,BUY,10,0.142173347296,B,False,7-2-5,10.0,0.0,-10.0,18.0,0.2915,0.320741866367,day,7,non_s,line_break_back_chigire_all
20250705-48-07,2025-07-05,四日市,7,137-13-1347,137,13,1347,BUY,8,0.140981109209,B,False,3-1-5,8.0,0.0,-8.0,17.0,0.3698,0.362995866548,day,7,non_s,line_break_back_chigire_all
20250705-56-10,2025-07-05,岸和田,10,157-45-1457,157,45,1457,BUY,10,0.151020129419,B,True,5-4-1,10.0,8.9,-1.0999999999999996,14.0,0.3143,0.298469506481,day,7,non_s,line_break_back_chigire_all
20250705-84-03,2025-07-05,武雄,3,124-12-1235,124,12,1235,BUY,10,0.142179332031,B,True,4-2-3,10.0,179.6,169.6,13.0,0.4808,0.274172441277,day,7,non_s,line_break_back_chigire_all
20250705-84-07,2025-07-05,武雄,7,124-12-1235,124,12,1235,BUY,10,0.174495377156,B,False,2-4-1,10.0,0.0,-10.0,17.0,0.2757,0.287443328093,day,7,non_s,line_break_back_chigire_all
20250706-25-02,2025-07-06,大宮,2,235-13-1235,235,13,1235,BUY,10,0.216603089619,A,False,3-4-1,10.0,0.0,-10.0,15.0,0.5035,0.264735104666,day,6,non_s,line_break_back_chigire_all
20250706-48-01,2025-07-06,四日市,1,135-13-1356,135,13,1356,BUY,8,0.146823363755,B,False,1-5-3,8.0,0.0,-8.0,8.0,0.5485,0.259335497274,day,6,non_s,line_break_back_chigire_all
20250706-48-11,2025-07-06,四日市,11,135-35-3457,135,35,3457,BUY,10,0.15368398609,B,False,4-1-5,10.0,0.0,-10.0,17.0,0.4532,0.263156013171,day,7,non_s,line_break_back_chigire_all
20250706-56-04,2025-07-06,岸和田,4,127-27-2357,127,27,2357,BUY,10,0.148275254995,B,False,1-5-2,10.0,0.0,-10.0,11.0,0.4738,0.317366229687,day,7,non_s,line_break_back_chigire_all
20250706-84-01,2025-07-06,武雄,1,124-12-1235,124,12,1235,BUY,10,0.138607729097,B,False,5-4-3,10.0,0.0,-10.0,12.0,0.441,0.264108015891,day,7,non_s,line_break_back_chigire_all
20250707-25-02,2025-07-07,大宮,2,124-12-1235,124,12,1235,BUY,10,0.154435554786,B,False,2-3-1,10.0,0.0,-10.0,11.0,0.3785,0.254979750731,day,6,non_s,line_break_back_chigire_all
20250707-25-03,2025-07-07,大宮,3,145-14-1234,145,14,1234,BUY,10,0.148531790151,B,False,5-2-6,10.0,0.0,-10.0,15.0,0.5363,0.257502167389,day,6,non_s,line_break_back_chigire_all
20250707-34-08,2025-07-07,川崎,8,124-12-1235,124,12,1235,BUY,10,0.163878371925,B,False,1-2-4,10.0,0.0,-10.0,16.0,0.354,0.395078068958,day,7,non_s,line_break_back_chigire_all
20250707-56-04,2025-07-07,岸和田,4,237-37-1357,237,37,1357,BUY,10,0.162746413945,B,False,5-7-3,10.0,0.0,-10.0,13.0,0.4965,0.407466829887,day,7,non_s,line_break_back_chigire_all
20250707-74-04,2025-07-07,高知,4,124-23-1234,124,23,1234,BUY,10,0.139244286779,B,False,2-1-4,10.0,0.0,-10.0,18.0,0.4357,0.268410826775,day,7,non_s,line_break_back_chigire_all
20250708-47-02,2025-07-08,松阪,2,347-35-3457,347,35,3457,BUY,10,0.14240876151,B,True,3-5-7,10.0,32.9,22.9,16.0,0.5123,0.283112184263,day,7,non_s,line_break_back_chigire_all
20250708-47-04,2025-07-08,松阪,4,124-24-2457,124,24,2457,BUY,10,0.145052197989,B,True,4-2-5,10.0,5.4,-4.6,12.0,0.406,0.30446160902,day,7,non_s,line_break_back_chigire_all
20250708-51-01,2025-07-08,福井,1,126-12-1236,126,12,1236,BUY,8,0.144403428579,B,False,3-1-6,8.0,0.0,-8.0,9.0,0.3872,0.263710747268,day,6,non_s,line_break_back_chigire_all
20250708-51-02,2025-07-08,福井,2,125-15-1457,125,15,1457,BUY,10,0.140340505834,B,False,1-7-4,10.0,0.0,-10.0,11.0,0.41,0.354952671419,day,7,non_s,line_break_back_chigire_all
20250708-51-06,2025-07-08,福井,6,125-25-2457,125,25,2457,BUY,10,0.149274179265,B,True,5-2-4,10.0,4.6,-5.4,10.0,0.4287,0.405330653595,day,7,non_s,line_break_back_chigire_all
20250709-51-01,2025-07-09,福井,1,134-13-1234,134,13,1234,BUY,8,0.260751407635,A,True,4-1-2,8.0,55.5,47.5,11.0,0.545,0.370982751567,day,5,non_s,line_break_back_chigire_all
20250709-51-04,2025-07-09,福井,4,135-13-1237,135,13,1237,BUY,10,0.14023103076,B,False,1-2-5,10.0,0.0,-10.0,10.0,0.5555,0.260999330943,day,7,non_s,line_break_back_chigire_all
20250709-73-02,2025-07-09,小松島,2,137-13-1345,137,13,1345,BUY,10,0.142781800478,B,False,3-4-2,10.0,0.0,-10.0,12.0,0.3365,0.273735646099,day,7,non_s,line_break_back_chigire_all
20250709-73-04,2025-07-09,小松島,4,137-13-1345,137,13,1345,BUY,10,0.140694513408,B,False,1-5-2,10.0,0.0,-10.0,16.0,0.3073,0.348697713196,day,7,non_s,line_break_back_chigire_all
20250709-85-01,2025-07-09,佐世保,1,257-25-1245,257,25,1245,BUY,10,0.141710810663,B,False,2-7-5,10.0,0.0,-10.0,9.0,0.4532,0.319265207122,day,7,non_s,line_break_back_chigire_all
20250709-85-02,2025-07-09,佐世保,2,357-37-1357,357,37,1357,BUY,8,0.144276386455,B,False,3-1-5,8.0,0.0,-8.0,16.0,0.3645,0.296319312779,day,7,non_s,line_break_back_chigire_all
20250709-85-04,2025-07-09,佐世保,4,123-13-1347,123,13,1347,BUY,10,0.164253955212,B,True,3-1-7,10.0,4.5,-5.5,18.0,0.4357,0.343914849842,day,7,non_s,line_break_back_chigire_all
20250710-11-08,2025-07-10,函館,8,147-47-2457,147,47,2457,BUY,10,0.148935980422,B,False,7-4-1,10.0,0.0,-10.0,12.0,0.4025,0.264415075882,day,7,non_s,line_break_back_chigire_all
20250710-12-06,2025-07-10,青森,6,124-15-1245,124,15,1245,BUY,10,0.149075682511,B,True,4-1-5,10.0,3.8,-6.2,8.0,0.3867,0.309580602591,day,7,non_s,line_break_back_chigire_all
20250710-51-02,2025-07-10,福井,2,256-56-1456,256,56,1456,BUY,10,0.181925281735,A,False,2-4-1,10.0,0.0,-10.0,10.0,0.6221,0.284561560737,day,6,non_s,line_break_back_chigire_all
20250710-51-07,2025-07-10,福井,7,247-47-1457,247,47,1457,BUY,10,0.139234571791,B,False,7-3-1,10.0,0.0,-10.0,17.0,0.3213,0.345339843923,day,7,non_s,line_break_back_chigire_all
20250710-85-01,2025-07-10,佐世保,1,157-17-1347,157,17,1347,BUY,10,0.138334066557,B,False,3-7-4,10.0,0.0,-10.0,13.0,0.5713,0.413044080483,day,7,non_s,line_break_back_chigire_all
20250711-12-02,2025-07-11,青森,2,145-14-1234,145,14,1234,BUY,10,0.159312935307,B,False,3-1-4,10.0,0.0,-10.0,8.0,0.5595,0.27549314028,day,6,non_s,line_break_back_chigire_all
20250711-38-03,2025-07-11,静岡,3,257-27-1257,257,27,1257,BUY,8,0.143659496579,B,False,2-7-4,8.0,0.0,-8.0,12.0,0.3855,0.312422799308,day,7,non_s,line_break_back_chigire_all
20250711-85-01,2025-07-11,佐世保,1,123-12-1245,123,12,1245,BUY,10,0.168885975799,B,False,3-7-1,10.0,0.0,-10.0,13.0,0.4497,0.299750956935,day,7,non_s,line_break_back_chigire_all
20250711-85-06,2025-07-11,佐世保,6,123-23-1234,123,23,1234,BUY,8,0.215771632541,A,False,2-4-3,8.0,0.0,-8.0,9.0,0.4983,0.277381805009,day,5,s,line_break_back_chigire_all
20250712-12-02,2025-07-12,青森,2,125-15-1345,125,15,1345,BUY,10,0.141597360811,B,False,5-2-4,10.0,0.0,-10.0,8.0,0.5035,0.327040883184,day,6,non_s,line_break_back_chigire_all
20250712-12-03,2025-07-12,青森,3,234-23-1235,234,23,1235,BUY,10,0.157533033839,B,False,2-5-6,10.0,0.0,-10.0,12.0,0.4375,0.302165681746,day,6,non_s,line_break_back_chigire_all
20250712-38-05,2025-07-12,静岡,5,145-45-3457,145,45,3457,BUY,10,0.16069698764,B,False,5-3-1,10.0,0.0,-10.0,18.0,0.257,0.337989360063,day,7,non_s,line_break_back_chigire_all
20250712-42-02,2025-07-12,名古屋,2,123-12-1235,123,12,1235,BUY,8,0.152280772633,B,True,1-2-5,8.0,17.5,9.5,9.0,0.3698,0.302817658122,day,6,non_s,line_break_back_chigire_all
20250713-11-05,2025-07-13,函館,5,124-12-1235,124,12,1235,BUY,10,0.142402729333,B,False,1-3-2,10.0,0.0,-10.0,15.0,0.3593,0.264641193501,day,7,non_s,line_break_back_chigire_all
20250713-47-06,2025-07-13,松阪,6,135-15-1357,135,15,1357,BUY,8,0.161586602486,B,True,1-5-7,8.0,11.3,3.3000000000000007,13.0,0.4462,0.450863090682,day,7,non_s,line_break_back_chigire_all
20250714-47-04,2025-07-14,松阪,4,234-34-3457,234,34,3457,BUY,10,0.154477027667,B,False,3-1-6,10.0,0.0,-10.0,13.0,0.4427,0.297388027981,day,7,non_s,line_break_back_chigire_all
20250714-63-05,2025-07-14,防府,5,137-37-1237,137,37,1237,BUY,8,0.138064196767,B,True,3-7-1,8.0,7.7,-0.2999999999999998,22.0,0.2915,0.315838538461,day,7,non_s,line_break_back_chigire_all
20250715-11-04,2025-07-15,函館,4,123-12-1245,123,12,1245,BUY,10,0.172542641707,B,False,1-3-5,10.0,0.0,-10.0,10.0,0.4113,0.329669945267,day,6,non_s,line_break_back_chigire_all
20250715-11-05,2025-07-15,函館,5,123-12-1236,123,12,1236,BUY,8,0.156743907497,B,False,2-1-4,8.0,0.0,-8.0,15.0,0.4153,0.300731387447,day,6,non_s,line_break_back_chigire_all
20250715-27-01,2025-07-15,京王閣,1,145-15-1345,145,15,1345,BUY,8,0.151141316597,B,False,5-4-1,8.0,0.0,-8.0,18.0,0.66,0.383843210528,day,7,non_s,line_break_back_chigire_all
20250715-27-03,2025-07-15,京王閣,3,125-12-1235,125,12,1235,BUY,8,0.164112468954,B,False,1-5-2,8.0,0.0,-8.0,12.0,0.695,0.394845191294,day,7,non_s,line_break_back_chigire_all
20250715-74-07,2025-07-15,高知,7,145-45-1457,145,45,1457,BUY,8,0.14872482667,B,False,4-1-7,8.0,0.0,-8.0,8.0,0.486,0.291973171405,day,7,non_s,line_break_back_chigire_all
20250715-83-09,2025-07-15,久留米,9,145-15-1235,145,15,1235,BUY,10,0.152575701218,B,False,1-5-7,10.0,0.0,-10.0,17.0,0.3785,0.308041668543,day,7,non_s,line_break_back_chigire_all
20250715-83-10,2025-07-15,久留米,10,147-14-1245,147,14,1245,BUY,10,0.147658761011,B,False,1-7-6,10.0,0.0,-10.0,16.0,0.413,0.38407896876,day,7,non_s,line_break_back_chigire_all
20250716-34-08,2025-07-16,川崎,8,124-12-1234,124,12,1234,BUY,8,0.150139366363,B,False,1-2-7,8.0,0.0,-8.0,15.0,0.2325,0.34156152827,day,7,non_s,line_break_back_chigire_all
20250716-46-01,2025-07-16,富山,1,134-13-1235,134,13,1235,BUY,10,0.23361267436,A,False,2-3-4,10.0,0.0,-10.0,13.0,0.6119,0.264239236383,day,5,non_s,line_break_back_chigire_all
20250717-12-02,2025-07-17,青森,2,247-27-1247,247,27,1247,BUY,8,0.158529900961,B,False,3-7-2,8.0,0.0,-8.0,18.0,0.243,0.307092350124,day,7,non_s,line_break_back_chigire_all
20250717-12-04,2025-07-17,青森,4,127-17-1237,127,17,1237,BUY,8,0.139627106782,B,False,7-1-5,8.0,0.0,-8.0,17.0,0.368,0.306549091814,day,7,non_s,line_break_back_chigire_all
20250717-12-10,2025-07-17,青森,10,267-27-2457,267,27,2457,BUY,10,0.159959387563,B,False,6-7-3,10.0,0.0,-10.0,20.0,0.2255,0.269640868988,day,7,s,line_break_back_chigire_all
20250717-34-06,2025-07-17,川崎,6,135-12-1235,135,12,1235,BUY,10,0.144860163932,B,True,1-2-3,10.0,13.4,3.4000000000000004,19.0,0.3802,0.258478965498,day,7,non_s,line_break_back_chigire_all
20250717-46-01,2025-07-17,富山,1,135-35-2345,135,35,2345,BUY,10,0.251496643154,A,False,5-4-2,10.0,0.0,-10.0,13.0,0.5035,0.308016158318,day,5,non_s,line_break_back_chigire_all
20250717-46-09,2025-07-17,富山,9,345-57-3457,345,57,3457,BUY,10,0.138869937186,B,False,6-3-4,10.0,0.0,-10.0,10.0,0.4375,0.412780425096,day,7,non_s,line_break_back_chigire_all
20250718-12-05,2025-07-18,青森,5,147-47-3457,147,47,3457,BUY,10,0.147860759471,B,False,7-1-3,10.0,0.0,-10.0,17.0,0.2898,0.266280307846,day,7,non_s,line_break_back_chigire_all
20250718-12-10,2025-07-18,青森,10,135-13-1345,135,13,1345,BUY,8,0.151459234947,B,False,3-1-2,8.0,0.0,-8.0,13.0,0.3488,0.322464142797,day,7,s,line_break_back_chigire_all
20250718-23-01,2025-07-18,取手,1,123-23-1235,123,23,1235,BUY,8,0.178542290788,B,False,2-3-4,8.0,0.0,-8.0,8.0,0.4165,0.297481387524,day,5,non_s,line_break_back_chigire_all
20250718-23-04,2025-07-18,取手,4,127-27-2347,127,27,2347,BUY,10,0.1418563037,B,True,1-2-7,10.0,5.7,-4.3,9.0,0.3177,0.275783729751,day,7,non_s,line_break_back_chigire_all
20250718-23-08,2025-07-18,取手,8,145-45-3457,145,45,3457,BUY,10,0.142846926244,B,False,4-1-3,10.0,0.0,-10.0,11.0,0.4078,0.299328244727,day,7,non_s,line_break_back_chigire_all
20250718-34-06,2025-07-18,川崎,6,125-12-1234,125,12,1234,BUY,10,0.152510052513,B,False,1-5-2,10.0,0.0,-10.0,14.0,0.274,0.303600974086,day,7,non_s,line_break_back_chigire_all
20250719-12-08,2025-07-19,青森,8,234-34-3457,234,34,3457,BUY,10,0.142157774998,B,False,3-4-2,10.0,0.0,-10.0,20.0,0.2705,0.276879800928,day,7,s,line_break_back_chigire_all
20250719-23-05,2025-07-19,取手,5,134-14-1234,134,14,1234,BUY,8,0.23652296982,A,False,4-1-5,8.0,0.0,-8.0,8.0,0.486,0.368296796891,day,5,non_s,line_break_back_chigire_all
20250719-23-06,2025-07-19,取手,6,125-12-1235,125,12,1235,BUY,8,0.205811206521,A,True,1-2-3,8.0,85.2,77.2,10.0,0.462,0.342253520576,day,5,non_s,line_break_back_chigire_all
20250719-23-08,2025-07-19,取手,8,235-25-1257,235,25,1257,BUY,10,0.150701320294,B,False,5-1-3,10.0,0.0,-10.0,10.0,0.441,0.328416605731,day,7,non_s,line_break_back_chigire_all
20250719-44-07,2025-07-19,大垣,7,124-12-1236,124,12,1236,BUY,10,0.153897140158,B,True,2-1-6,10.0,5.8,-4.2,16.0,0.3125,0.339964063203,day,7,non_s,line_break_back_chigire_all
20250719-84-06,2025-07-19,武雄,6,345-35-1235,345,35,1235,BUY,10,0.141473282184,B,False,5-4-7,10.0,0.0,-10.0,13.0,0.5677,0.292254541387,day,7,non_s,line_break_back_chigire_all
20250719-86-04,2025-07-19,別府,4,134-13-1235,134,13,1235,BUY,10,0.152522868341,B,False,3-2-5,10.0,0.0,-10.0,10.0,0.4007,0.366370092087,day,7,non_s,line_break_back_chigire_all
20250720-31-07,2025-07-20,松戸,7,247-24-2457,247,24,2457,BUY,8,0.139337943034,B,False,7-5-4,8.0,0.0,-8.0,18.0,0.302,0.272928637169,day,7,non_s,line_break_back_chigire_all
20250720-44-08,2025-07-20,大垣,8,123-23-1234,123,23,1234,BUY,8,0.141521084385,B,True,1-3-4,8.0,26.6,18.6,16.0,0.361,0.303631958265,day,7,non_s,line_break_back_chigire_all
20250722-11-09,2025-07-22,函館,9,127-17-1347,127,17,1347,BUY,10,0.167616658434,B,True,7-1-4,10.0,3.0,-7.0,17.0,0.4445,0.33362440597,day,7,non_s,line_break_back_chigire_all
20250722-23-04,2025-07-22,取手,4,124-24-1245,124,24,1245,BUY,8,0.139676321498,B,False,4-1-5,8.0,0.0,-8.0,9.0,0.4895,0.300408787133,day,7,non_s,line_break_back_chigire_all
20250722-23-06,2025-07-22,取手,6,124-14-1347,124,14,1347,BUY,10,0.164381492328,B,False,1-4-2,10.0,0.0,-10.0,12.0,0.4427,0.368051094396,day,7,non_s,line_break_back_chigire_all
20250722-31-02,2025-07-22,松戸,2,345-34-1234,345,34,1234,BUY,10,0.162146096179,B,True,5-3-1,10.0,12.2,2.1999999999999993,8.0,0.427,0.259780715149,day,6,non_s,line_break_back_chigire_all
20250722-45-03,2025-07-22,豊橋,3,135-13-1237,135,13,1237,BUY,10,0.147742670552,B,False,3-5-7,10.0,0.0,-10.0,13.0,0.4532,0.306846475506,day,7,non_s,line_break_back_chigire_all
20250722-45-11,2025-07-22,豊橋,11,134-14-1245,134,14,1245,BUY,10,0.149748483281,B,False,1-4-7,10.0,0.0,-10.0,19.0,0.3798,0.338754021492,day,7,s,line_break_back_chigire_all
20250722-53-01,2025-07-22,奈良,1,237-37-1347,237,37,1347,BUY,10,0.156592651535,B,True,7-3-1,10.0,15.4,5.4,12.0,0.4183,0.255833571343,day,7,non_s,line_break_back_chigire_all
20250722-85-05,2025-07-22,佐世保,5,125-12-1234,125,12,1234,BUY,10,0.14495950068,B,False,4-3-2,10.0,0.0,-10.0,16.0,0.4305,0.282740842754,day,7,non_s,line_break_back_chigire_all
20250723-45-01,2025-07-23,豊橋,1,234-24-2456,234,24,2456,BUY,10,0.181550856595,A,False,3-6-2,10.0,0.0,-10.0,15.0,0.559,0.289929054562,day,6,non_s,line_break_back_chigire_all
20250723-56-08,2025-07-23,岸和田,8,234-23-2345,234,23,2345,BUY,8,0.173604556496,B,True,4-3-5,8.0,9.2,1.1999999999999993,11.0,0.3802,0.278625851198,day,7,non_s,line_break_back_chigire_all
20250724-11-02,2025-07-24,函館,2,234-34-1346,234,34,1346,BUY,10,0.15532451634,B,False,3-5-4,10.0,0.0,-10.0,8.0,0.4165,0.252778886626,day,6,non_s,line_break_back_chigire_all
20250724-12-01,2025-07-24,青森,1,135-35-2345,135,35,2345,BUY,10,0.288819422977,A,True,1-5-3,10.0,2.1,-7.9,8.0,0.4427,0.28638360475,day,5,non_s,line_break_back_chigire_all
20250724-24-01,2025-07-24,宇都宮,1,123-13-1234,123,13,1234,BUY,8,0.143091892694,B,False,3-6-2,8.0,0.0,-8.0,9.0,0.486,0.311019511199,day,6,non_s,line_break_back_chigire_all
20250724-34-01,2025-07-24,川崎,1,237-27-2457,237,27,2457,BUY,10,0.186997603357,A,True,2-7-4,10.0,3.0,-7.0,10.0,0.4895,0.330883033488,day,7,non_s,line_break_back_chigire_all
20250724-45-01,2025-07-24,豊橋,1,256-56-1356,256,56,1356,BUY,10,0.171490005097,B,True,2-5-6,10.0,5.1,-4.9,8.0,0.4983,0.26831019381,day,6,non_s,line_break_back_chigire_all
20250724-56-09,2025-07-24,岸和田,9,137-37-3457,137,37,3457,BUY,10,0.164287350087,B,False,7-3-1,10.0,0.0,-10.0,13.0,0.427,0.316280034037,day,7,non_s,line_break_back_chigire_all
20250725-12-01,2025-07-25,青森,1,135-15-1235,135,15,1235,BUY,8,0.146832086638,B,False,5-1-4,8.0,0.0,-8.0,9.0,0.458,0.290501361079,day,6,non_s,line_break_back_chigire_all
20250725-12-03,2025-07-25,青森,3,123-13-1345,123,13,1345,BUY,10,0.145691405952,B,False,3-2-6,10.0,0.0,-10.0,9.0,0.4392,0.263209825213,day,6,non_s,line_break_back_chigire_all
20250725-47-08,2025-07-25,松阪,8,125-12-1234,125,12,1234,BUY,10,0.179736050354,B,True,1-2-4,10.0,18.5,8.5,14.0,0.4602,0.404181887664,day,7,non_s,line_break_back_chigire_all
20250725-48-01,2025-07-25,四日市,1,124-12-1235,124,12,1235,BUY,10,0.149822989885,B,False,2-7-4,10.0,0.0,-10.0,13.0,0.3143,0.304960081644,day,7,non_s,line_break_back_chigire_all
20250726-27-01,2025-07-26,京王閣,1,134-14-1457,134,14,1457,BUY,10,0.164158106204,B,True,4-1-7,10.0,3.4,-6.6,13.0,0.2652,0.353634817025,day,7,non_s,line_break_back_chigire_all
20250726-34-04,2025-07-26,川崎,4,134-13-1357,134,13,1357,BUY,10,0.142194799726,B,False,3-5-1,10.0,0.0,-10.0,15.0,0.281,0.334046325461,day,7,non_s,line_break_back_chigire_all
20250726-47-01,2025-07-26,松阪,1,126-26-2356,126,26,2356,BUY,10,0.176769801563,B,True,6-2-5,10.0,9.5,-0.5,20.0,0.4515,0.280978298293,day,6,non_s,line_break_back_chigire_all
20250726-48-01,2025-07-26,四日市,1,123-12-1234,123,12,1234,BUY,8,0.158104734953,B,False,1-6-5,8.0,0.0,-8.0,12.0,0.5245,0.258120056912,day,6,non_s,line_break_back_chigire_all
20250727-31-06,2025-07-27,松戸,6,134-15-1345,134,15,1345,BUY,10,0.169471674087,B,False,3-2-1,10.0,0.0,-10.0,8.0,0.3038,0.310033483288,day,7,non_s,line_break_back_chigire_all
20250727-47-01,2025-07-27,松阪,1,126-16-1246,126,16,1246,BUY,8,0.140142661125,B,True,2-6-4,8.0,14.0,6.0,20.0,0.521,0.301275969784,day,6,non_s,line_break_back_chigire_all
20250727-47-05,2025-07-27,松阪,5,124-12-1237,124,12,1237,BUY,10,0.16054896874,B,False,2-3-1,10.0,0.0,-10.0,18.0,0.5228,0.276580701509,day,7,non_s,line_break_back_chigire_all
20250727-74-02,2025-07-27,高知,2,127-12-1245,127,12,1245,BUY,10,0.148587969778,B,False,6-3-2,10.0,0.0,-10.0,12.0,0.4183,0.267941983492,day,7,non_s,line_break_back_chigire_all
20250728-12-08,2025-07-28,青森,8,124-12-1235,124,12,1235,BUY,10,0.167874193669,B,True,1-2-3,10.0,33.5,23.5,21.0,0.4253,0.285001274393,day,7,non_s,line_break_back_chigire_all
20250728-31-02,2025-07-28,松戸,2,245-45-1245,245,45,1245,BUY,8,0.231470501936,A,True,2-5-1,8.0,8.8,0.8000000000000007,10.0,0.601,0.297572761873,day,6,non_s,line_break_back_chigire_all
20250728-31-05,2025-07-28,松戸,5,134-34-2345,134,34,2345,BUY,10,0.18689612542,A,False,4-1-5,10.0,0.0,-10.0,23.0,0.4567,0.299988453011,day,7,non_s,line_break_back_chigire_all
20250728-35-04,2025-07-28,平塚,4,123-12-1245,123,12,1245,BUY,10,0.139658158917,B,False,1-6-7,10.0,0.0,-10.0,9.0,0.3995,0.427781835447,day,7,non_s,line_break_back_chigire_all
20250728-46-04,2025-07-28,富山,4,257-57-1457,257,57,1457,BUY,10,0.164587491928,B,False,5-2-7,10.0,0.0,-10.0,11.0,0.288,0.283508117093,day,7,non_s,line_break_back_chigire_all
