race_id,date,venue,race_number,formation,first_numbers,second_numbers,third_numbers,decision,ticket_count,estimated_hit_rate,confidence,actual_hit,hit_ticket,stake_units,return_units,profit_units,first_back_max,first_chigire_max,first_p1_max,time_band,field_size,race_class_scope
20251020-21-11,2025-10-20,弥彦,11,147-17-1247,147,17,1247,BUY,8,0.153801222397,B,False,1-7-5,8.0,0.0,-8.0,15,0.4773,0.375078772704,day,7,s
20251022-73-07,2025-10-22,小松島,7,235-27-2357,235,27,2357,BUY,10,0.161585739986,B,False,5-2-4,10.0,0.0,-10.0,18,0.4948,0.294300509283,day,7,s
20251025-56-06,2025-10-25,岸和田,6,245-25-2357,245,25,2357,BUY,10,0.143401618492,B,True,4-5-2,10.0,51.0,41.0,10,0.5415,0.281956267356,day,7,s
20251026-56-05,2025-10-26,岸和田,5,125-25-2357,125,25,2357,BUY,10,0.140835586338,B,False,5-1-7,10.0,0.0,-10.0,13,0.5192,0.301209481474,day,7,s
20251026-61-08,2025-10-26,玉野,8,357-57-1257,357,57,1257,BUY,10,0.185168099122,A,False,5-1-2,10.0,0.0,-10.0,13,0.4113,0.271247745644,day,7,s
20251026-61-10,2025-10-26,玉野,10,123-12-1237,123,12,1237,BUY,8,0.146634708114,B,False,1-7-3,8.0,0.0,-8.0,10,0.3645,0.307990427017,day,7,s
20251027-12-10,2025-10-27,青森,10,137-37-1347,137,37,1347,BUY,8,0.158001236681,B,True,3-7-1,8.0,7.7,-0.2999999999999998,12,0.4532,0.343124965428,day,7,s
20251027-61-07,2025-10-27,玉野,7,345-35-2345,345,35,2345,BUY,8,0.145273567296,B,False,1-3-2,8.0,0.0,-8.0,18,0.5368,0.269226655071,day,7,s
20251028-12-12,2025-10-28,青森,12,135-15-1345,135,15,1345,BUY,8,0.14681613293,B,True,3-1-4,8.0,191.1,183.1,17,0.5368,0.330549210504,day,7,s
20251028-45-08,2025-10-28,豊橋,8,135-13-1347,135,13,1347,BUY,10,0.170332031451,B,False,2-5-1,10.0,0.0,-10.0,18,0.3698,0.269673093647,day,7,s
20251028-61-08,2025-10-28,玉野,8,127-12-1245,127,12,1245,BUY,10,0.155303811019,B,True,2-1-5,10.0,16.1,6.100000000000001,9,0.375,0.324615210131,day,7,s
20251028-61-09,2025-10-28,玉野,9,125-25-2357,125,25,2357,BUY,10,0.145822719188,B,False,2-5-6,10.0,0.0,-10.0,10,0.3645,0.327453387248,day,7,s
20251029-45-07,2025-10-29,豊橋,7,134-15-1345,134,15,1345,BUY,10,0.169847591864,B,False,4-2-7,10.0,0.0,-10.0,13,0.4323,0.286784213542,day,7,s
20251029-45-12,2025-10-29,豊橋,12,245-45-2345,245,45,2345,BUY,8,0.144209338037,B,False,2-5-7,8.0,0.0,-8.0,13,0.3107,0.275243055924,day,7,s
20251029-85-11,2025-10-29,佐世保,11,157-17-1257,157,17,1257,BUY,8,0.168289246832,B,False,5-1-3,8.0,0.0,-8.0,17,0.361,0.342930587221,day,7,s
20251030-74-09,2025-10-30,高知,9,357-37-1237,357,37,1237,BUY,10,0.150752253918,B,True,3-7-1,10.0,24.8,14.8,18,0.3125,0.265841811451,day,7,s
20251030-85-08,2025-10-30,佐世保,8,245-25-2345,245,25,2345,BUY,8,0.154728239958,B,False,3-4-1,8.0,0.0,-8.0,16,0.4948,0.251114731063,day,6,s
20251030-85-09,2025-10-30,佐世保,9,124-12-1234,124,12,1234,BUY,8,0.158594229209,B,False,2-3-5,8.0,0.0,-8.0,11,0.4708,0.273461586223,day,6,s
20251031-85-06,2025-10-31,佐世保,6,145-15-1345,145,15,1345,BUY,8,0.170404327793,B,False,4-6-2,8.0,0.0,-8.0,11,0.4637,0.332844166594,day,6,s
20251101-35-11,2025-11-01,平塚,11,145-45-1345,145,45,1345,BUY,8,0.152249841858,B,False,1-5-2,8.0,0.0,-8.0,11,0.3628,0.306833000875,day,7,s
20251102-35-09,2025-11-02,平塚,9,135-15-1245,135,15,1245,BUY,10,0.154583997521,B,False,5-2-3,10.0,0.0,-10.0,14,0.4427,0.307718478014,day,7,s
20251103-35-05,2025-11-03,平塚,5,345-35-1356,345,35,1356,BUY,10,0.183535179089,A,False,5-3-2,10.0,0.0,-10.0,11,0.5298,0.308421906342,day,6,s
20251106-53-10,2025-11-06,奈良,10,157-17-1237,157,17,1237,BUY,10,0.155080158829,B,False,3-5-1,10.0,0.0,-10.0,17,0.4567,0.334801400424,day,7,s
20251107-36-03,2025-11-07,小田原,3,357-37-3457,357,37,3457,BUY,8,0.140014043435,B,False,3-7-6,8.0,0.0,-8.0,16,0.4567,0.300953003498,day,8,s
20251107-53-07,2025-11-07,奈良,7,146-16-1346,146,16,1346,BUY,8,0.191933499856,A,False,6-1-2,8.0,0.0,-8.0,12,0.4065,0.334601004612,day,6,s
20251108-36-01,2025-11-08,小田原,1,124-24-1245,124,24,1245,BUY,8,0.163514453937,B,False,4-3-6,8.0,0.0,-8.0,14,0.5625,0.26829758376,day,6,s
20251108-46-09,2025-11-08,富山,9,147-47-1457,147,47,1457,BUY,8,0.142125022391,B,False,4-1-7,8.0,0.0,-8.0,13,0.3435,0.277283849334,day,7,s
20251109-36-02,2025-11-09,小田原,2,245-24-1234,245,24,1234,BUY,10,0.181298134022,A,False,2-6-4,10.0,0.0,-10.0,14,0.5923,0.312905813706,day,6,s
20251111-56-06,2025-11-11,岸和田,6,135-15-1256,135,15,1256,BUY,10,0.191794248209,A,False,5-3-1,10.0,0.0,-10.0,16,0.6653,0.270265905156,day,6,s
20251112-73-11,2025-11-12,小松島,11,137-17-1247,137,17,1247,BUY,10,0.170335133649,B,False,1-4-6,10.0,0.0,-10.0,21,0.3628,0.276737389938,day,7,s
20251113-84-05,2025-11-13,武雄,5,134-34-2345,134,34,2345,BUY,10,0.158759882775,B,False,2-4-6,10.0,0.0,-10.0,11,0.4843,0.32188277699,day,6,s
20251116-42-09,2025-11-16,名古屋,9,127-17-1257,127,17,1257,BUY,8,0.155200515014,B,True,1-7-2,8.0,10.2,2.1999999999999997,13,0.3177,0.319028425612,day,7,s
20251127-56-10,2025-11-27,岸和田,10,134-34-3457,134,34,3457,BUY,10,0.15174893137,B,True,3-4-5,10.0,10.4,0.4000000000000003,17,0.601,0.291099397738,day,7,s
20251128-56-12,2025-11-28,岸和田,12,134-14-1347,134,14,1347,BUY,8,0.138130788753,B,False,4-1-6,8.0,0.0,-8.0,17,0.4965,0.281917568396,day,7,s
20251129-27-11,2025-11-29,京王閣,11,145-14-1234,145,14,1234,BUY,10,0.16086656171,B,True,4-1-3,10.0,7.1,-2.9000000000000004,17,0.5438,0.320460842397,day,7,s
20251129-37-08,2025-11-29,伊東,8,145-45-2345,145,45,2345,BUY,10,0.190542385704,A,False,5-4-1,10.0,0.0,-10.0,16,0.2518,0.300152438581,day,6,s
20251130-37-09,2025-11-30,伊東,9,127-17-1357,127,17,1357,BUY,10,0.139487017314,B,False,2-5-7,10.0,0.0,-10.0,11,0.4602,0.278476236421,day,7,s
20251202-31-11,2025-12-02,松戸,11,157-57-3457,157,57,3457,BUY,10,0.149719978685,B,False,5-7-6,10.0,0.0,-10.0,13,0.3663,0.33111517207,day,7,s
20251202-42-10,2025-12-02,名古屋,10,245-24-1247,245,24,1247,BUY,10,0.155020325287,B,False,4-2-3,10.0,0.0,-10.0,12,0.4615,0.32402806058,day,7,s
20251204-23-07,2025-12-04,取手,7,137-17-1247,137,17,1247,BUY,10,0.147923541739,B,False,1-4-5,10.0,0.0,-10.0,8,0.375,0.269700214869,day,7,s
20251205-23-08,2025-12-05,取手,8,123-23-2357,123,23,2357,BUY,10,0.153975792065,B,False,3-7-1,10.0,0.0,-10.0,16,0.4118,0.270635730977,day,7,s
20251207-47-06,2025-12-07,松阪,6,245-25-1256,245,25,1256,BUY,10,0.195037864575,A,False,3-4-1,10.0,0.0,-10.0,11,0.4895,0.286090814097,day,6,s
20251207-62-08,2025-12-07,広島,8,125-15-1257,125,15,1257,BUY,8,0.152340213191,B,True,2-5-7,8.0,55.4,47.4,11,0.316,0.312722104614,day,7,s
20251207-62-09,2025-12-07,広島,9,145-12-1245,145,12,1245,BUY,10,0.164385051773,B,True,5-2-4,10.0,83.9,73.9,14,0.3628,0.267267056925,day,7,s
20251208-22-09,2025-12-08,前橋,9,245-24-2347,245,24,2347,BUY,10,0.147247306242,B,False,2-5-3,10.0,0.0,-10.0,12,0.33,0.271357851133,day,7,s
20251209-62-07,2025-12-09,広島,7,135-13-1347,135,13,1347,BUY,10,0.159660478225,B,False,7-3-2,10.0,0.0,-10.0,9,0.5175,0.315124743033,day,7,s
20251210-84-08,2025-12-10,武雄,8,127-12-1245,127,12,1245,BUY,10,0.14131684718,B,False,5-2-1,10.0,0.0,-10.0,8,0.4895,0.307119186438,day,7,s
20251213-53-05,2025-12-13,奈良,5,256-56-1356,256,56,1356,BUY,10,0.163666217575,B,False,5-2-3,10.0,0.0,-10.0,15,0.5035,0.267189396314,day,6,s
20251214-48-07,2025-12-14,四日市,7,145-45-3457,145,45,3457,BUY,10,0.169227279225,B,False,4-1-3,10.0,0.0,-10.0,10,0.4637,0.277337329641,day,7,s
20251215-63-10,2025-12-15,防府,10,145-14-1247,145,14,1247,BUY,10,0.161085563245,B,True,4-1-7,10.0,4.8,-5.2,17,0.4685,0.283217288446,day,7,s
20251216-86-07,2025-12-16,別府,7,457-47-1347,457,47,1347,BUY,10,0.142584840669,B,False,7-6-2,10.0,0.0,-10.0,12,0.4532,0.296103443063,day,7,s
20251217-25-08,2025-12-17,大宮,8,124-14-1247,124,14,1247,BUY,8,0.151667827621,B,False,2-1-5,8.0,0.0,-8.0,13,0.5298,0.282187822303,day,7,s
20251217-25-10,2025-12-17,大宮,10,145-15-1357,145,15,1357,BUY,10,0.161657094207,B,False,5-4-1,10.0,0.0,-10.0,10,0.2483,0.264199428573,day,7,s
20251217-86-06,2025-12-17,別府,6,235-23-1234,235,23,1234,BUY,10,0.165044957714,B,True,5-2-4,10.0,39.9,29.9,16,0.5298,0.296099442349,day,6,s
20251218-37-12,2025-12-18,伊東,12,134-14-1457,134,14,1457,BUY,10,0.141566748113,B,False,1-4-3,10.0,0.0,-10.0,10,0.2985,0.269869309392,day,7,s
20251219-25-07,2025-12-19,大宮,7,125-15-1256,125,15,1256,BUY,8,0.148355207207,B,False,4-5-6,8.0,0.0,-8.0,13,0.5275,0.373064370936,day,6,s
20251219-37-06,2025-12-19,伊東,6,235-25-1245,235,25,1245,BUY,10,0.149143110249,B,True,2-5-1,10.0,35.2,25.200000000000003,17,0.514,0.300007872261,day,6,s
20251219-37-10,2025-12-19,伊東,10,145-45-1245,145,45,1245,BUY,8,0.138096198664,B,False,1-6-5,8.0,0.0,-8.0,15,0.5158,0.375108854185,day,7,s
20251220-38-06,2025-12-20,静岡,6,125-25-1235,125,25,1235,BUY,8,0.138875610461,B,False,5-1-4,8.0,0.0,-8.0,8,0.3995,0.272484897438,day,7,s
20251222-38-09,2025-12-22,静岡,9,345-25-2345,345,25,2345,BUY,10,0.141663864182,B,True,4-2-5,10.0,38.0,28.0,10,0.3733,0.275087417205,day,7,s
20251223-48-06,2025-12-23,四日市,6,145-15-1235,145,15,1235,BUY,10,0.23506673951,A,False,3-1-4,10.0,0.0,-10.0,13,0.5695,0.284763335481,day,5,s
20251224-36-09,2025-12-24,小田原,9,157-17-1347,157,17,1347,BUY,10,0.140111524798,B,False,5-3-7,10.0,0.0,-10.0,19,0.5105,0.265870766068,day,7,s
20251224-48-05,2025-12-24,四日市,5,235-25-2345,235,25,2345,BUY,8,0.215320660351,A,False,4-5-1,8.0,0.0,-8.0,14,0.3698,0.277310688642,day,5,s
20251224-48-06,2025-12-24,四日市,6,146-46-2456,146,46,2456,BUY,10,0.182857522003,A,False,4-2-6,10.0,0.0,-10.0,13,0.6355,0.305464500199,day,6,s
20251225-36-07,2025-12-25,小田原,7,157-57-1457,157,57,1457,BUY,8,0.149953371549,B,False,7-1-5,8.0,0.0,-8.0,9,0.3995,0.286746971574,day,7,s
20251225-53-11,2025-12-25,奈良,11,145-15-1235,145,15,1235,BUY,10,0.157184473869,B,True,1-5-2,10.0,7.8,-2.2,16,0.3925,0.360456895332,day,7,s
20251227-63-07,2025-12-27,防府,7,235-25-2357,235,25,2357,BUY,8,0.143507331492,B,False,2-5-4,8.0,0.0,-8.0,17,0.3785,0.298145271642,day,7,s
20251230-81-06,2025-12-30,小倉,6,145-45-2345,145,45,2345,BUY,10,0.161030303828,B,True,1-4-5,10.0,54.4,44.4,9,0.4913,0.270588080727,day,6,s
20251231-81-06,2025-12-31,小倉,6,235-23-2345,235,23,2345,BUY,8,0.196338611963,A,False,2-5-4,8.0,0.0,-8.0,9,0.5923,0.26340249172,day,5,s
20260101-81-05,2026-01-01,小倉,5,123-35-1235,123,35,1235,BUY,10,0.315468384099,S,True,1-3-5,10.0,7.5,-2.5,12,0.535,0.303995121569,day,5,s
20260101-81-06,2026-01-01,小倉,6,235-25-2345,235,25,2345,BUY,8,0.187411708403,A,False,2-3-5,8.0,0.0,-8.0,16,0.5105,0.276242288681,day,5,s
20260102-24-12,2026-01-02,宇都宮,12,125-12-1245,125,12,1245,BUY,8,0.141145571005,B,False,4-2-3,8.0,0.0,-8.0,14,0.3907,0.316107209914,day,7,s
20260106-83-10,2026-01-06,久留米,10,157-17-1347,157,17,1347,BUY,10,0.156433283415,B,False,2-6-5,10.0,0.0,-10.0,9,0.3177,0.284395612571,day,7,s
20260107-83-08,2026-01-07,久留米,8,145-25-1245,145,25,1245,BUY,10,0.152906203078,B,True,5-2-4,10.0,10.9,0.9000000000000004,11,0.5783,0.29413990968,day,6,s
20260108-83-08,2026-01-08,久留米,8,123-23-1237,123,23,1237,BUY,8,0.155085619871,B,False,5-1-2,8.0,0.0,-8.0,11,0.5175,0.300881402935,day,7,s
20260117-44-05,2026-01-17,大垣,5,135-35-3456,135,35,3456,BUY,10,0.160382290708,B,True,5-3-6,10.0,6.4,-3.6,8,0.5298,0.256087748726,day,6,s
20260121-31-06,2026-01-21,松戸,6,357-35-1357,357,35,1357,BUY,8,0.159068327563,B,True,7-3-5,8.0,9.1,1.0999999999999996,19,0.3523,0.334695276402,day,7,s
20260121-31-08,2026-01-21,松戸,8,247-47-1347,247,47,1347,BUY,10,0.158307546678,B,False,7-1-4,10.0,0.0,-10.0,16,0.5298,0.283882588686,day,7,s
20260121-62-10,2026-01-21,広島,10,145-45-1245,145,45,1245,BUY,8,0.150738306016,B,False,5-1-4,8.0,0.0,-8.0,13,0.344,0.28850146219,day,7,s
20260124-48-06,2026-01-24,四日市,6,234-24-1247,234,24,1247,BUY,10,0.17175609225,B,False,3-7-2,10.0,0.0,-10.0,25,0.4655,0.326527946958,day,7,s
20260125-36-11,2026-01-25,小田原,11,157-57-1257,157,57,1257,BUY,8,0.14629848582,B,True,5-7-2,8.0,3.2,-4.8,12,0.3955,0.324012029645,day,7,s
20260127-87-10,2026-01-27,熊本,10,257-25-2345,257,25,2345,BUY,10,0.151082022573,B,False,5-2-6,10.0,0.0,-10.0,15,0.486,0.295520077101,day,7,s
20260128-87-06,2026-01-28,熊本,6,134-13-1234,134,13,1234,BUY,8,0.211004799101,A,True,4-1-3,8.0,4.0,-4.0,15,0.4153,0.275212303974,day,5,s
20260129-87-05,2026-01-29,熊本,5,135-15-1235,135,15,1235,BUY,8,0.227773558847,A,True,5-1-3,8.0,14.9,6.9,10,0.5468,0.303186444685,day,5,s
20260130-86-11,2026-01-30,別府,11,457-47-3457,457,47,3457,BUY,8,0.149268019305,B,False,7-5-4,8.0,0.0,-8.0,11,0.427,0.298715272639,day,7,s
20260131-86-11,2026-01-31,別府,11,245-24-2457,245,24,2457,BUY,8,0.13986805497,B,False,2-5-7,8.0,0.0,-8.0,11,0.2308,0.270476578311,day,7,s
20260203-27-08,2026-02-03,京王閣,8,125-12-1247,125,12,1247,BUY,10,0.141503332017,B,False,2-3-6,10.0,0.0,-10.0,15,0.3785,0.27836488563,day,7,s
20260203-27-09,2026-02-03,京王閣,9,245-24-2347,245,24,2347,BUY,10,0.143532389491,B,False,2-4-6,10.0,0.0,-10.0,8,0.2775,0.279658076334,day,7,s
20260203-55-11,2026-02-03,和歌山,11,127-17-1457,127,17,1457,BUY,10,0.150323798492,B,False,2-4-7,10.0,0.0,-10.0,10,0.4708,0.26001982625,day,7,s
20260204-31-10,2026-02-04,松戸,10,257-25-1235,257,25,1235,BUY,10,0.140111831601,B,True,5-2-3,10.0,4.7,-5.3,8,0.33,0.250599743468,night,7,s
20260205-27-07,2026-02-05,京王閣,7,245-45-2457,245,45,2457,BUY,8,0.161491504116,B,False,4-2-1,8.0,0.0,-8.0,16,0.4515,0.309503464874,day,7,s
20260209-28-09,2026-02-09,立川,9,345-34-2347,345,34,2347,BUY,10,0.139745124927,B,False,2-5-7,10.0,0.0,-10.0,11,0.361,0.266534181074,day,7,s
20260209-35-11,2026-02-09,平塚,11,157-15-1245,157,15,1245,BUY,10,0.150415346147,B,True,5-1-2,10.0,52.1,42.1,11,0.4913,0.260436227525,night,7,s
20260209-81-05,2026-02-09,小倉,5,123-12-1245,123,12,1245,BUY,10,0.146656982966,B,False,1-5-3,10.0,0.0,-10.0,9,0.5018,0.299399241398,night,6,s
20260209-81-12,2026-02-09,小倉,12,247-47-1347,247,47,1347,BUY,10,0.141504201531,B,False,7-1-2,10.0,0.0,-10.0,13,0.2255,0.299421697319,night,7,s
20260211-74-11,2026-02-11,高知,11,145-14-1234,145,14,1234,BUY,10,0.146163471118,B,False,4-1-5,10.0,0.0,-10.0,15,0.229,0.291695657476,day,7,s
20260215-24-12,2026-02-15,宇都宮,12,124-24-2345,124,24,2345,BUY,10,0.139124595178,B,True,1-2-4,10.0,36.8,26.8,11,0.34,0.344839653263,night,7,s
20260215-38-01,2026-02-15,静岡,1,135-13-1235,135,13,1235,BUY,8,0.149952050802,B,False,1-7-5,8.0,0.0,-8.0,9,0.4755,0.297732473545,day,8,s
20260216-43-09,2026-02-16,岐阜,9,125-12-1257,125,12,1257,BUY,8,0.155006540423,B,False,2-7-1,8.0,0.0,-8.0,15,0.3715,0.32234309584,day,7,s
20260216-73-05,2026-02-16,小松島,5,134-34-1345,134,34,1345,BUY,8,0.147672531869,B,False,4-1-3,8.0,0.0,-8.0,9,0.538,0.279817023516,day,6,s
20260217-83-07,2026-02-17,久留米,7,157-25-1257,157,25,1257,BUY,10,0.143053796322,B,False,7-3-1,10.0,0.0,-10.0,20,0.4778,0.290605659093,night,7,s
20260220-37-09,2026-02-20,伊東,9,123-13-1347,123,13,1347,BUY,10,0.172375455667,B,False,1-4-3,10.0,0.0,-10.0,19,0.448,0.277545362348,night,7,s
20260221-37-09,2026-02-21,伊東,9,157-17-1347,157,17,1347,BUY,10,0.169534236208,B,False,3-7-1,10.0,0.0,-10.0,12,0.521,0.293272984217,night,7,s
20260222-37-06,2026-02-22,伊東,6,145-15-1245,145,15,1245,BUY,8,0.151453248367,B,False,1-4-2,8.0,0.0,-8.0,9,0.4948,0.250553707683,night,6,s
20260224-56-10,2026-02-24,岸和田,10,247-24-2345,247,24,2345,BUY,10,0.138271858546,B,True,2-4-3,10.0,7.6,-2.4000000000000004,13,0.5677,0.292486031534,day,7,s
20260225-22-08,2026-02-25,前橋,8,135-35-1357,135,35,1357,BUY,8,0.166441238947,B,True,1-5-7,8.0,2.9,-5.1,17,0.309,0.306819779053,night,7,s
20260225-45-12,2026-02-25,豊橋,12,247-24-2345,247,24,2345,BUY,10,0.139270977791,B,True,2-4-5,10.0,24.1,14.1,17,0.2203,0.302961303596,night,7,s
20260226-36-06,2026-02-26,小田原,6,135-15-1245,135,15,1245,BUY,10,0.163459317409,B,True,5-1-4,10.0,14.7,4.699999999999999,11,0.5105,0.26085291823,day,6,s
20260226-56-08,2026-02-26,岸和田,8,135-35-2357,135,35,2357,BUY,10,0.16142843111,B,False,2-3-6,10.0,0.0,-10.0,15,0.5455,0.276922670628,day,7,s
20260227-36-05,2026-02-27,小田原,5,124-24-2345,124,24,2345,BUY,10,0.164470742124,B,False,5-1-3,10.0,0.0,-10.0,11,0.587,0.267898520378,day,6,s
20260227-36-06,2026-02-27,小田原,6,234-24-1245,234,24,1245,BUY,10,0.145412320839,B,False,4-3-5,10.0,0.0,-10.0,9,0.4253,0.258016501007,day,6,s
20260227-36-07,2026-02-27,小田原,7,134-34-1345,134,34,1345,BUY,8,0.156877104181,B,False,4-2-3,8.0,0.0,-8.0,10,0.4287,0.287266375816,day,6,s
20260227-75-07,2026-02-27,松山,7,345-45-2345,345,45,2345,BUY,8,0.142302805543,B,False,5-3-2,8.0,0.0,-8.0,15,0.4183,0.300146007513,night,7,s
20260301-75-10,2026-03-01,松山,10,124-24-1234,124,24,1234,BUY,8,0.150994442776,B,True,1-2-3,8.0,247.7,239.7,16,0.3663,0.262486571061,night,7,s
20260302-83-11,2026-03-02,久留米,11,135-15-1245,135,15,1245,BUY,10,0.14031178418,B,False,1-6-5,10.0,0.0,-10.0,14,0.441,0.383721024723,night,7,s
20260303-83-12,2026-03-03,久留米,12,127-17-1357,127,17,1357,BUY,10,0.165852522033,B,False,4-5-7,10.0,0.0,-10.0,14,0.3872,0.28733688175,night,7,s
20260305-26-08,2026-03-05,西武園,8,347-47-2457,347,47,2457,BUY,10,0.145907996952,B,True,4-7-2,10.0,6.0,-4.0,8,0.514,0.313162650428,day,7,s
20260307-81-10,2026-03-07,小倉,10,134-14-1345,134,14,1345,BUY,8,0.151376988306,B,False,1-3-6,8.0,0.0,-8.0,11,0.3995,0.282677587858,night,7,s
20260309-13-09,2026-03-09,いわき平,9,234-34-2345,234,34,2345,BUY,8,0.155385375453,B,False,4-7-2,8.0,0.0,-8.0,18,0.4725,0.303377113478,night,7,s
20260309-13-11,2026-03-09,いわき平,11,145-14-1457,145,14,1457,BUY,8,0.161729320725,B,False,1-5-3,8.0,0.0,-8.0,13,0.361,0.28431201425,night,7,s
20260310-73-09,2026-03-10,小松島,9,237-37-3457,237,37,3457,BUY,10,0.16441263845,B,False,2-7-1,10.0,0.0,-10.0,13,0.2968,0.270857253248,day,7,s
20260311-73-08,2026-03-11,小松島,8,345-35-1235,345,35,1235,BUY,10,0.168451120907,B,False,,10.0,0.0,-10.0,19,0.5368,0.322841165533,day,6,s
20260314-43-10,2026-03-14,岐阜,10,157-17-1247,157,17,1247,BUY,10,0.142097933852,B,True,7-1-4,10.0,4.3,-5.7,10,0.5035,0.29051060528,day,7,s
20260316-36-06,2026-03-16,小田原,6,125-12-1234,125,12,1234,BUY,10,0.14189219102,B,False,1-5-2,10.0,0.0,-10.0,14,0.4042,0.294484009504,day,7,s
20260316-61-10,2026-03-16,玉野,10,134-14-1347,134,14,1347,BUY,8,0.153631703152,B,False,1-4-6,8.0,0.0,-8.0,18,0.4183,0.299570673557,night,7,s
20260316-61-11,2026-03-16,玉野,11,125-15-1345,125,15,1345,BUY,10,0.142434447068,B,True,5-1-3,10.0,22.6,12.6,11,0.4808,0.319191871543,night,7,s
20260317-36-06,2026-03-17,小田原,6,127-17-1457,127,17,1457,BUY,10,0.153106188257,B,False,4-5-2,10.0,0.0,-10.0,8,0.4738,0.319466181804,day,7,s
20260317-42-07,2026-03-17,名古屋,7,257-25-1235,257,25,1235,BUY,10,0.150387953604,B,False,1-4-7,10.0,0.0,-10.0,8,0.5368,0.272881869797,night,7,s
20260317-61-09,2026-03-17,玉野,9,127-17-1357,127,17,1357,BUY,10,0.138041971314,B,False,3-7-1,10.0,0.0,-10.0,9,0.4113,0.255090644916,night,7,s
20260320-87-11,2026-03-20,熊本,11,127-17-1247,127,17,1247,BUY,8,0.144389340221,B,False,7-2-1,8.0,0.0,-8.0,15,0.3768,0.326028451625,day,7,s
20260323-62-07,2026-03-23,広島,7,145-15-1257,145,15,1257,BUY,10,0.153879193483,B,False,5-7-4,10.0,0.0,-10.0,9,0.4357,0.261251502355,day,7,s
20260323-62-09,2026-03-23,広島,9,247-27-1237,247,27,1237,BUY,10,0.167512396038,B,False,2-4-5,10.0,0.0,-10.0,13,0.563,0.289115778688,day,7,s
20260324-62-06,2026-03-24,広島,6,235-25-2345,235,25,2345,BUY,8,0.177015470535,B,True,2-5-3,8.0,63.7,55.7,9,0.5298,0.337722733065,day,6,s
20260324-86-06,2026-03-24,別府,6,235-37-2357,235,37,2357,BUY,10,0.139525589266,B,False,7-3-4,10.0,0.0,-10.0,20,0.4808,0.33796393076,night,7,s
20260324-86-07,2026-03-24,別府,7,357-57-1257,357,57,1257,BUY,10,0.170676214507,B,False,5-2-4,10.0,0.0,-10.0,21,0.5333,0.300311753562,night,7,s
20260325-23-08,2026-03-25,取手,8,145-14-1345,145,14,1345,BUY,8,0.148196258152,B,False,2-3-5,8.0,0.0,-8.0,10,0.6653,0.27138300261,day,7,s
20260325-23-10,2026-03-25,取手,10,124-24-2345,124,24,2345,BUY,10,0.139514823638,B,False,4-5-7,10.0,0.0,-10.0,10,0.3785,0.300700144821,day,7,s
20260325-44-11,2026-03-25,大垣,11,137-37-2357,137,37,2357,BUY,10,0.14822514793,B,False,3-7-4,10.0,0.0,-10.0,16,0.507,0.331803647447,day,7,s
20260331-45-01,2026-03-31,豊橋,1,145-35-1345,145,35,1345,BUY,10,0.176718174008,B,True,1-5-3,10.0,71.7,61.7,14,0.5228,0.285997025792,day,6,s
20260331-45-02,2026-03-31,豊橋,2,235-35-1356,235,35,1356,BUY,10,0.163527942189,B,True,5-3-1,10.0,8.8,-1.1999999999999993,18,0.6005,0.311516414201,day,6,s
20260331-45-03,2026-03-31,豊橋,3,125-15-1235,125,15,1235,BUY,8,0.145569258061,B,True,2-5-1,8.0,26.7,18.7,17,0.4965,0.265211287566,day,6,s
20260401-27-10,2026-04-01,京王閣,10,125-12-1237,125,12,1237,BUY,10,0.142444773926,B,False,7-2-5,10.0,0.0,-10.0,12,0.5975,0.252202384993,night,7,s
20260402-61-10,2026-04-02,玉野,10,234-24-1245,234,24,1245,BUY,10,0.138912717942,B,True,2-4-1,10.0,5.1,-4.9,12,0.3143,0.288414580848,night,7,s
20260405-74-06,2026-04-05,高知,6,145-12-1245,145,12,1245,BUY,10,0.147848860771,B,False,1-3-2,10.0,0.0,-10.0,9,0.3177,0.295972378791,day,6,s
20260406-42-08,2026-04-06,名古屋,8,345-37-3457,345,37,3457,BUY,10,0.138408791364,B,False,3-4-1,10.0,0.0,-10.0,18,0.3593,0.272122289271,day,7,s
20260408-44-11,2026-04-08,大垣,11,137-17-1357,137,17,1357,BUY,8,0.154827381429,B,False,7-1-2,8.0,0.0,-8.0,10,0.4685,0.338380017779,day,7,s
20260409-44-07,2026-04-09,大垣,7,157-15-1257,157,15,1257,BUY,8,0.153063551828,B,False,5-3-2,8.0,0.0,-8.0,11,0.3937,0.281103753141,day,7,s
20260409-81-05,2026-04-09,小倉,5,125-25-2345,125,25,2345,BUY,10,0.167117859657,B,False,4-3-1,10.0,0.0,-10.0,9,0.448,0.261348593241,night,6,s
20260410-83-10,2026-04-10,久留米,10,245-25-1235,245,25,1235,BUY,10,0.152910502869,B,True,2-5-3,10.0,11.5,1.5,12,0.4948,0.381333973245,night,7,s
20260410-83-11,2026-04-10,久留米,11,124-14-1457,124,14,1457,BUY,10,0.170222137132,B,False,4-1-6,10.0,0.0,-10.0,14,0.5403,0.282351770378,night,7,s
20260411-83-06,2026-04-11,久留米,6,157-57-1257,157,57,1257,BUY,8,0.144280432031,B,False,5-7-3,8.0,0.0,-8.0,10,0.566,0.33247838522,night,7,s
20260412-12-09,2026-04-12,青森,9,257-57-1357,257,57,1357,BUY,10,0.162667706955,B,True,7-5-1,10.0,2.9,-7.1,20,0.5643,0.269954738449,night,7,s
