excluded_months,exclude_count,all_windows_pass,m3_races,m3_roi,m3_hit_rate,m3_stake,m3_returns,m3_roi_without_top1,m3_top1_return_share,m3p5_races,m3p5_roi,m3p5_hit_rate,m3p5_stake,m3p5_returns,m3p5_roi_without_top1,m3p5_top1_return_share,m4_races,m4_roi,m4_hit_rate,m4_stake,m4_returns,m4_roi_without_top1,m4_top1_return_share,m4p5_races,m4p5_roi,m4p5_hit_rate,m4p5_stake,m4p5_returns,m4p5_roi_without_top1,m4p5_top1_return_share,m5_races,m5_roi,m5_hit_rate,m5_stake,m5_returns,m5_roi_without_top1,m5_top1_return_share,m5p5_races,m5p5_roi,m5p5_hit_rate,m5p5_stake,m5p5_returns,m5p5_roi_without_top1,m5p5_top1_return_share,m6_races,m6_roi,m6_hit_rate,m6_stake,m6_returns,m6_roi_without_top1,m6_top1_return_share,m6p5_races,m6p5_roi,m6p5_hit_rate,m6p5_stake,m6p5_returns,m6p5_roi_without_top1,m6p5_top1_return_share,m7_races,m7_roi,m7_hit_rate,m7_stake,m7_returns,m7_roi_without_top1,m7_top1_return_share,m7p5_races,m7p5_roi,m7p5_hit_rate,m7p5_stake,m7p5_returns,m7p5_roi_without_top1,m7p5_top1_return_share,m8_races,m8_roi,m8_hit_rate,m8_stake,m8_returns,m8_roi_without_top1,m8_top1_return_share,m8p5_races,m8p5_roi,m8p5_hit_rate,m8p5_stake,m8p5_returns,m8p5_roi_without_top1,m8p5_top1_return_share,m9_races,m9_roi,m9_hit_rate,m9_stake,m9_returns,m9_roi_without_top1,m9_top1_return_share,m9p5_races,m9p5_roi,m9p5_hit_rate,m9p5_stake,m9p5_returns,m9p5_roi_without_top1,m9p5_top1_return_share,m10_races,m10_roi,m10_hit_rate,m10_stake,m10_returns,m10_roi_without_top1,m10_top1_return_share,m10p5_races,m10p5_roi,m10p5_hit_rate,m10p5_stake,m10p5_returns,m10p5_roi_without_top1,m10p5_top1_return_share,m11_races,m11_roi,m11_hit_rate,m11_stake,m11_returns,m11_roi_without_top1,m11_top1_return_share,m11p5_races,m11p5_roi,m11p5_hit_rate,m11p5_stake,m11p5_returns,m11p5_roi_without_top1,m11p5_top1_return_share,m12a_races,m12a_roi,m12a_hit_rate,m12a_stake,m12a_returns,m12a_roi_without_top1,m12a_top1_return_share,m12_races,m12_roi,m12_hit_rate,m12_stake,m12_returns,m12_roi_without_top1,m12_top1_return_share
3 4 7 9 12,5,False,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,37,1.0733727810650886,0.2972972972972973,338.0,362.79999999999995,0.6455621301775146,0.3985667034178611,47,0.9623853211009175,0.2765957446808511,436.0,419.6,0.6307339449541285,0.3446139180171592,58,0.8593984962406016,0.3103448275862069,532.0,457.20000000000005,0.5875939849624061,0.31627296587926507,64,0.81160409556314,0.3125,586.0,475.6,0.5648464163822525,0.3040370058873002,64,0.81160409556314,0.3125,586.0,475.6,0.5648464163822525,0.3040370058873002,64,0.81160409556314,0.3125,586.0,475.6,0.5648464163822525,0.3040370058873002,70,0.7839563862928348,0.32857142857142857,642.0,503.29999999999995,0.5587227414330217,0.28730379495330816,82,0.6692819148936171,0.2804878048780488,752.0,503.30000000000007,0.4769946808510639,0.2873037949533081,105,0.9974012474012474,0.2761904761904762,962.0,959.5,0.7987525987525987,0.19916623241271494,119,1.508181818181818,0.29411764705882354,1100.0,1658.9999999999998,0.9242727272727271,0.3871609403254973,119,1.508181818181818,0.29411764705882354,1100.0,1658.9999999999998,0.9242727272727271,0.3871609403254973,119,1.508181818181818,0.29411764705882354,1100.0,1658.9999999999998,0.9242727272727271,0.3871609403254973,131,1.6985927152317877,0.31297709923664124,1208.0,2051.8999999999996,1.1668874172185428,0.3130269506311224,140,1.6884259259259262,0.3142857142857143,1296.0,2188.2000000000003,1.1928240740740743,0.2935289278859336,140,1.6884259259259262,0.3142857142857143,1296.0,2188.2000000000003,1.1928240740740743,0.2935289278859336,140,1.6884259259259262,0.3142857142857143,1296.0,2188.2000000000003,1.1928240740740743,0.2935289278859336,169,1.4646045918367347,0.3076923076923077,1568.0,2296.5,1.0549744897959183,0.27968647942521224,181,1.4132019115890082,0.3149171270718232,1674.0,2365.7,1.0295101553166068,0.27150526271293907,195,1.4327242524916943,0.3384615384615385,1806.0,2587.5,1.0770764119601328,0.248231884057971
2 3 5 6 12,5,False,45,0.9825980392156863,0.35555555555555557,408.0,400.90000000000003,0.6566176470588236,0.33175355450236965,45,0.9825980392156863,0.35555555555555557,408.0,400.90000000000003,0.6566176470588236,0.33175355450236965,45,0.9825980392156863,0.35555555555555557,408.0,400.90000000000003,0.6566176470588236,0.33175355450236965,56,0.8700396825396826,0.375,504.0,438.5,0.6061507936507936,0.3033067274800456,62,0.8188172043010752,0.3709677419354839,558.0,456.9,0.5804659498207885,0.2910921427008098,62,0.8188172043010752,0.3709677419354839,558.0,456.9,0.5804659498207885,0.2910921427008098,62,0.8188172043010752,0.3709677419354839,558.0,456.9,0.5804659498207885,0.2910921427008098,68,0.7892508143322476,0.38235294117647056,614.0,484.6,0.5726384364820847,0.27445315724308705,80,0.6693370165745856,0.325,724.0,484.59999999999997,0.48563535911602207,0.2744531572430871,103,1.0072805139186296,0.3106796116504854,934.0,940.8000000000001,0.802676659528908,0.20312499999999997,117,1.530130597014925,0.3247863247863248,1072.0,1640.2999999999997,0.9309701492537311,0.3915747119429373,140,1.4005443234836703,0.3357142857142857,1286.0,1801.1,0.9010886469673406,0.3566154016989617,162,1.3451006711409397,0.32098765432098764,1490.0,2004.2000000000003,0.9140268456375841,0.32047699830356247,174,1.5000625782227788,0.3333333333333333,1598.0,2397.1000000000004,1.0981226533166462,0.2679487714321471,183,1.5026097271648873,0.3333333333333333,1686.0,2533.4,1.1216488730723606,0.2535328017683745,192,1.4313769751693,0.3229166666666667,1772.0,2536.3999999999996,1.068905191873589,0.25323292856016405,195,1.4177777777777778,0.3282051282051282,1800.0,2552.0,1.0609444444444445,0.25168495297805643,195,1.4177777777777778,0.3282051282051282,1800.0,2552.0,1.0609444444444445,0.25168495297805643,195,1.4177777777777778,0.3282051282051282,1800.0,2552.0,1.0609444444444445,0.25168495297805643,195,1.4177777777777778,0.3282051282051282,1800.0,2552.0,1.0609444444444445,0.25168495297805643
2 3 6 8 9,5,False,65,1.1484745762711865,0.3384615384615385,590.0,677.6,0.9033898305084745,0.21340023612750883,65,1.1484745762711865,0.3384615384615385,590.0,677.6,0.9033898305084745,0.21340023612750883,65,1.1484745762711865,0.3384615384615385,590.0,677.6,0.9033898305084745,0.21340023612750883,76,1.0425655976676385,0.35526315789473684,686.0,715.2,0.8317784256559767,0.20218120805369125,82,0.9913513513513513,0.35365853658536583,740.0,733.6,0.7959459459459459,0.1971101417666303,102,0.9888528138528139,0.3431372549019608,924.0,913.7,0.8323593073593074,0.15825763379665098,114,1.010556621880998,0.32456140350877194,1042.0,1053.0,0.8717850287907869,0.13732193732193732,120,0.9842440801457195,0.3333333333333333,1098.0,1080.7,0.8525500910746813,0.13380216526325528,132,0.8946192052980133,0.30303030303030304,1208.0,1080.7,0.7749172185430464,0.13380216526325528,155,1.0838504936530324,0.2967741935483871,1418.0,1536.9,0.9490832157968971,0.12434120632441928,169,1.4372750642673522,0.3076923076923077,1556.0,2236.4,1.0244858611825194,0.28720264711142907,169,1.4372750642673522,0.3076923076923077,1556.0,2236.4,1.0244858611825194,0.28720264711142907,169,1.4372750642673522,0.3076923076923077,1556.0,2236.4,1.0244858611825194,0.28720264711142907,169,1.4372750642673522,0.3076923076923077,1556.0,2236.4,1.0244858611825194,0.28720264711142907,169,1.4372750642673522,0.3076923076923077,1556.0,2236.4,1.0244858611825194,0.28720264711142907,178,1.3638246041412911,0.29775280898876405,1642.0,2239.4,0.9726552984165653,0.2868178976511565,181,1.3502994011976048,0.30386740331491713,1670.0,2255.0,0.9656886227544911,0.28483370288248333,181,1.3502994011976048,0.30386740331491713,1670.0,2255.0,0.9656886227544911,0.28483370288248333,181,1.3502994011976048,0.30386740331491713,1670.0,2255.0,0.9656886227544911,0.28483370288248333,195,1.3744728079911208,0.3282051282051282,1802.0,2476.7999999999997,1.0180355160932295,0.2593265503875969
2 3 4 6 8,5,False,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,31,1.1305755395683454,0.3548387096774194,278.0,314.3,0.610431654676259,0.4600699968183264,37,1.0021084337349397,0.35135135135135137,332.0,332.7,0.566566265060241,0.43462578899909826,57,0.9937984496124033,0.3333333333333333,516.0,512.8000000000001,0.7135658914728683,0.28198127925117,69,1.0285488958990536,0.30434782608695654,634.0,652.1,0.8004731861198738,0.22174513111485966,75,0.9852173913043479,0.32,690.0,679.8000000000001,0.7756521739130435,0.21270962047661074,87,0.8497499999999999,0.27586206896551724,800.0,679.8,0.6689999999999999,0.21270962047661077,110,1.1247524752475249,0.2727272727272727,1010.0,1136.0,0.9355445544554455,0.16822183098591548,124,1.598867595818815,0.2903225806451613,1148.0,1835.4999999999995,1.0393728222996512,0.3499318986652139,147,1.4657121879588841,0.30612244897959184,1362.0,1996.3000000000002,0.9941262848751837,0.32174522867304506,169,1.404469987228608,0.2958579881656805,1566.0,2199.4,0.9943167305236271,0.29203419114303897,169,1.404469987228608,0.2958579881656805,1566.0,2199.4,0.9943167305236271,0.29203419114303897,169,1.404469987228608,0.2958579881656805,1566.0,2199.4,0.9943167305236271,0.29203419114303897,178,1.3331719128329298,0.28651685393258425,1652.0,2202.4,0.9443704600484263,0.291636396658191,181,1.3202380952380952,0.292817679558011,1680.0,2218.0,0.9379166666666667,0.28958521190261494,181,1.3202380952380952,0.292817679558011,1680.0,2218.0,0.9379166666666667,0.28958521190261494,181,1.3202380952380952,0.292817679558011,1680.0,2218.0,0.9379166666666667,0.28958521190261494,195,1.346467991169978,0.31794871794871793,1812.0,2439.8,0.9919977924944814,0.26325928354783174
2 6 7 9 10,5,False,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,93,1.3252347417840376,0.3225806451612903,852.0,1129.1,1.034507042253521,0.21937826587547604,104,1.2306962025316455,0.33653846153846156,948.0,1166.6999999999998,0.9694092827004217,0.2123082197651496,110,1.1827345309381236,0.33636363636363636,1002.0,1185.1,0.9355289421157683,0.20901189773014936,130,1.1510961214165263,0.33076923076923076,1186.0,1365.2,0.9422428330522765,0.18143861705244652,142,1.1537576687116564,0.31690140845070425,1304.0,1504.5,0.9638036809815951,0.16463941508806912,148,1.1266176470588234,0.32432432432432434,1360.0,1532.1999999999998,0.9444852941176469,0.1616629682809033,160,1.0423129251700678,0.3,1470.0,1532.1999999999998,0.8738095238095237,0.1616629682809033,160,1.0423129251700678,0.3,1470.0,1532.1999999999998,0.8738095238095237,0.1616629682809033,160,1.0423129251700678,0.3,1470.0,1532.1999999999998,0.8738095238095237,0.1616629682809033,160,1.0423129251700678,0.3,1470.0,1532.1999999999998,0.8738095238095237,0.1616629682809033,160,1.0423129251700678,0.3,1470.0,1532.1999999999998,0.8738095238095237,0.1616629682809033,172,1.219961977186312,0.313953488372093,1578.0,1925.1000000000001,1.0629911280101394,0.1286686405900992,181,1.2373349339735893,0.3149171270718232,1666.0,2061.3999999999996,1.0886554621848736,0.12016105559328613,181,1.2373349339735893,0.3149171270718232,1666.0,2061.3999999999996,1.0886554621848736,0.12016105559328613,181,1.2373349339735893,0.3149171270718232,1666.0,2061.3999999999996,1.0886554621848736,0.12016105559328613,181,1.2373349339735893,0.3149171270718232,1666.0,2061.3999999999996,1.0886554621848736,0.12016105559328613,181,1.2373349339735893,0.3149171270718232,1666.0,2061.3999999999996,1.0886554621848736,0.12016105559328613,195,1.2698553948832034,0.3384615384615385,1798.0,2283.2,1.132091212458287,0.10848808689558515
1 4 5 8 9,5,False,28,1.7232824427480915,0.2857142857142857,262.0,451.5,0.7778625954198474,0.5486157253599114,45,1.2861244019138756,0.28888888888888886,418.0,537.6,0.6935406698564595,0.4607514880952381,55,1.151937984496124,0.2727272727272727,516.0,594.4,0.6718992248062016,0.41672274562584116,55,1.151937984496124,0.2727272727272727,516.0,594.4,0.6718992248062016,0.41672274562584116,55,1.151937984496124,0.2727272727272727,516.0,594.4,0.6718992248062016,0.41672274562584116,75,1.1064285714285715,0.28,700.0,774.5,0.7525714285714286,0.3198192382182053,87,1.117114914425428,0.26436781609195403,818.0,913.8000000000001,0.8143031784841077,0.2710658787480849,93,1.0772311212814645,0.27956989247311825,874.0,941.5,0.7938215102974828,0.2630908125331917,105,0.956808943089431,0.24761904761904763,984.0,941.5000000000001,0.7050813008130083,0.26309081253319166,128,1.1706030150753768,0.25,1194.0,1397.6999999999998,0.963149078726968,0.17721971810832082,142,1.5744744744744743,0.2676056338028169,1332.0,2097.2,1.092267267267267,0.3062654968529468,142,1.5744744744744743,0.2676056338028169,1332.0,2097.2,1.092267267267267,0.3062654968529468,142,1.5744744744744743,0.2676056338028169,1332.0,2097.2,1.092267267267267,0.3062654968529468,142,1.5744744744744743,0.2676056338028169,1332.0,2097.2,1.092267267267267,0.3062654968529468,142,1.5744744744744743,0.2676056338028169,1332.0,2097.2,1.092267267267267,0.3062654968529468,151,1.4811001410437235,0.2582781456953642,1418.0,2100.2,1.0281382228490832,0.30582801637939244,154,1.4632088520055326,0.2662337662337662,1446.0,2115.8,1.019017980636238,0.3035731165516589,183,1.2945867287543655,0.2677595628415301,1718.0,2224.1,0.9207217694994179,0.2887909716289735,195,1.2572916666666667,0.27692307692307694,1824.0,2293.3,0.9051535087719299,0.2800767453015305,195,1.2572916666666667,0.27692307692307694,1824.0,2293.3,0.9051535087719299,0.2800767453015305
2 4 6 7 10,5,False,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,59,1.4181481481481482,0.3220338983050847,540.0,765.8,0.9594444444444443,0.3234525985897101,65,1.3202020202020204,0.3230769230769231,594.0,784.2,0.9031986531986532,0.3158633001785259,85,1.2394601542416452,0.3176470588235294,778.0,964.3,0.9210796915167094,0.2568702685886135,97,1.2316964285714285,0.29896907216494845,896.0,1103.6,0.9552455357142856,0.2244472635012686,103,1.1883403361344538,0.3106796116504854,952.0,1131.3,0.9281512605042016,0.2189516485459206,115,1.0652542372881355,0.2782608695652174,1062.0,1131.3,0.8320150659133709,0.2189516485459206,115,1.0652542372881355,0.2782608695652174,1062.0,1131.3,0.8320150659133709,0.2189516485459206,115,1.0652542372881355,0.2782608695652174,1062.0,1131.3,0.8320150659133709,0.2189516485459206,138,1.0126175548589342,0.2971014492753623,1276.0,1292.1000000000001,0.8184952978056427,0.19170342852720373,160,1.0102702702702704,0.2875,1480.0,1495.2,0.8429054054054054,0.16566345639379346,172,1.1889798488664987,0.3023255813953488,1588.0,1888.1,1.0329974811083122,0.13119008527090725,181,1.2078758949880668,0.30386740331491713,1676.0,2024.3999999999999,1.0600835322195703,0.12235724165184747,181,1.2078758949880668,0.30386740331491713,1676.0,2024.3999999999999,1.0600835322195703,0.12235724165184747,181,1.2078758949880668,0.30386740331491713,1676.0,2024.3999999999999,1.0600835322195703,0.12235724165184747,181,1.2078758949880668,0.30386740331491713,1676.0,2024.3999999999999,1.0600835322195703,0.12235724165184747,181,1.2078758949880668,0.30386740331491713,1676.0,2024.3999999999999,1.0600835322195703,0.12235724165184747,195,1.242367256637168,0.3282051282051282,1808.0,2246.2,1.1053650442477876,0.11027513133291782
1 4 9 10 11,5,False,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,65,1.3571666666666669,0.2923076923076923,600.0,814.3000000000001,0.9443333333333336,0.30418764583077484,75,1.2479942693409745,0.28,698.0,871.1000000000001,0.8931232091690545,0.28435311674893804,75,1.2479942693409745,0.28,698.0,871.1000000000001,0.8931232091690545,0.28435311674893804,75,1.2479942693409745,0.28,698.0,871.1000000000001,0.8931232091690545,0.28435311674893804,95,1.1918367346938776,0.28421052631578947,882.0,1051.2,0.9109977324263039,0.23563546423135462,107,1.1904999999999997,0.27102803738317754,1000.0,1190.4999999999998,0.9427999999999997,0.20806383872322556,107,1.1904999999999997,0.27102803738317754,1000.0,1190.4999999999998,0.9427999999999997,0.20806383872322556,107,1.1904999999999997,0.27102803738317754,1000.0,1190.4999999999998,0.9427999999999997,0.20806383872322556,107,1.1904999999999997,0.27102803738317754,1000.0,1190.4999999999998,0.9427999999999997,0.20806383872322556,107,1.1904999999999997,0.27102803738317754,1000.0,1190.4999999999998,0.9427999999999997,0.20806383872322556,107,1.1904999999999997,0.27102803738317754,1000.0,1190.4999999999998,0.9427999999999997,0.20806383872322556,107,1.1904999999999997,0.27102803738317754,1000.0,1190.4999999999998,0.9427999999999997,0.20806383872322556,119,1.4290613718411551,0.29411764705882354,1108.0,1583.3999999999999,1.2055054151624547,0.15643551850448403,128,1.4378762541806018,0.296875,1196.0,1719.6999999999998,1.2307692307692306,0.1440367505960342,137,1.3437597503900154,0.2846715328467153,1282.0,1722.6999999999998,1.1505460218408734,0.14378591745515762,140,1.3269465648854963,0.29285714285714287,1310.0,1738.3000000000002,1.1378625954198474,0.14249554162112407,169,1.1672566371681414,0.28994082840236685,1582.0,1846.6,1.0106826801517066,0.13413841654933392,181,1.134952606635071,0.2983425414364641,1688.0,1915.7999999999997,0.9882109004739335,0.1292932456415075,195,1.1745054945054945,0.3230769230769231,1820.0,2137.6,1.0384065934065934,0.11587761976047904
5 6 10 11 12,5,False,73,1.2722388059701493,0.3287671232876712,670.0,852.4,0.9025373134328359,0.29059127170342564,90,1.1361985472154963,0.32222222222222224,826.0,938.5,0.836319612590799,0.26393180607352157,100,1.0771645021645022,0.31,924.0,995.3,0.809090909090909,0.24886968753139757,111,1.0126470588235292,0.32432432432432434,1020.0,1032.8999999999999,0.7698039215686273,0.2398102430051312,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,117,0.9788640595903165,0.3247863247863248,1074.0,1051.3,0.7482309124767225,0.23561305050889375,140,0.9410714285714284,0.3357142857142857,1288.0,1212.1,0.7487577639751551,0.20435607623133406,162,0.9485254691689008,0.32098765432098764,1492.0,1415.2,0.7825067024128687,0.17502826455624645,174,1.1300625,0.3333333333333333,1600.0,1808.1,0.97525,0.13699463525247496,183,1.1518957345971566,0.3333333333333333,1688.0,1944.4,1.005154028436019,0.12739148323390248,192,1.0977452085682076,0.3229166666666667,1774.0,1947.4,0.9581172491544533,0.12719523467187016,195,1.0893451720310765,0.3282051282051282,1802.0,1963.0,0.9518867924528301,0.12618441161487517,195,1.0893451720310765,0.3282051282051282,1802.0,1963.0,0.9518867924528301,0.12618441161487517,195,1.0893451720310765,0.3282051282051282,1802.0,1963.0,0.9518867924528301,0.12618441161487517,195,1.0893451720310765,0.3282051282051282,1802.0,1963.0,0.9518867924528301,0.12618441161487517
2 4 6 11 12,5,False,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,48,1.6400900900900899,0.2916666666666667,444.0,728.1999999999999,1.082207207207207,0.3401538039000275,59,1.4181481481481482,0.3220338983050847,540.0,765.8,0.9594444444444443,0.3234525985897101,65,1.3202020202020204,0.3230769230769231,594.0,784.2,0.9031986531986532,0.3158633001785259,65,1.3202020202020204,0.3230769230769231,594.0,784.2,0.9031986531986532,0.3158633001785259,65,1.3202020202020204,0.3230769230769231,594.0,784.2,0.9031986531986532,0.3158633001785259,65,1.3202020202020204,0.3230769230769231,594.0,784.2,0.9031986531986532,0.3158633001785259,65,1.3202020202020204,0.3230769230769231,594.0,784.2,0.9031986531986532,0.3158633001785259,88,1.5427860696517415,0.3068181818181818,804.0,1240.4,1.2347014925373134,0.1996936472105772,102,2.059341825902335,0.3235294117647059,942.0,1939.8999999999994,1.3774946921443731,0.3310995412134647,125,1.8172145328719722,0.336,1156.0,2100.7,1.26159169550173,0.3057552244489932,147,1.6939705882352942,0.3197278911564626,1360.0,2303.8,1.2216911764705884,0.2788002430766559,159,1.8369891008174386,0.3333333333333333,1468.0,2696.7,1.3994550408719344,0.2381799977750584,168,1.820694087403599,0.3333333333333333,1556.0,2833.0,1.407904884318766,0.2267207906812566,177,1.7271619975639465,0.3220338983050847,1642.0,2836.0,1.3359926918392204,0.22648095909732016,180,1.7075449101796405,0.3277777777777778,1670.0,2851.5999999999995,1.3229341317365264,0.22524196942067615,180,1.7075449101796405,0.3277777777777778,1670.0,2851.5999999999995,1.3229341317365264,0.22524196942067615,180,1.7075449101796405,0.3277777777777778,1670.0,2851.5999999999995,1.3229341317365264,0.22524196942067615,194,1.7055493895671472,0.35051546391752575,1802.0,3073.399999999999,1.349112097669256,0.20898678987440625
1 3 6 9 12,5,False,65,1.1484745762711865,0.3384615384615385,590.0,677.6,0.9033898305084745,0.21340023612750883,82,1.02372654155496,0.32926829268292684,746.0,763.7,0.829892761394102,0.18934136441010865,92,0.9721563981042656,0.31521739130434784,844.0,820.5000000000001,0.800829383886256,0.1762340036563071,92,0.9721563981042656,0.31521739130434784,844.0,820.5000000000001,0.800829383886256,0.1762340036563071,92,0.9721563981042656,0.31521739130434784,844.0,820.5000000000001,0.800829383886256,0.1762340036563071,92,0.9721563981042656,0.31521739130434784,844.0,820.5000000000001,0.800829383886256,0.1762340036563071,92,0.9721563981042656,0.31521739130434784,844.0,820.5000000000001,0.800829383886256,0.1762340036563071,98,0.9424444444444445,0.32653061224489793,900.0,848.2,0.7817777777777778,0.17047866069323273,110,0.8398019801980199,0.2909090909090909,1010.0,848.2,0.6966336633663367,0.17047866069323273,133,1.0691803278688525,0.2857142857142857,1220.0,1304.4,0.9125409836065576,0.1465041398344066,147,1.4756259204712812,0.29931972789115646,1358.0,2003.8999999999999,1.0026509572901325,0.32052497629622234,147,1.4756259204712812,0.29931972789115646,1358.0,2003.8999999999999,1.0026509572901325,0.32052497629622234,147,1.4756259204712812,0.29931972789115646,1358.0,2003.8999999999999,1.0026509572901325,0.32052497629622234,159,1.634924965893588,0.31446540880503143,1466.0,2396.8,1.1967939972714872,0.2679823097463284,168,1.63005148005148,0.31547619047619047,1554.0,2533.1,1.2167310167310168,0.2535628281552248,177,1.5464024390243902,0.3050847457627119,1640.0,2536.1,1.1547560975609756,0.25326288395568,180,1.5297961630695442,0.3111111111111111,1668.0,2551.7,1.144724220623501,0.2517145432456794,180,1.5297961630695442,0.3111111111111111,1668.0,2551.7,1.144724220623501,0.2517145432456794,180,1.5297961630695442,0.3111111111111111,1668.0,2551.7,1.144724220623501,0.2517145432456794,194,1.5408333333333333,0.33505154639175255,1800.0,2773.5,1.184,0.23158464034613302
2 3 4 9 11,5,False,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,31,1.1305755395683454,0.3548387096774194,278.0,314.3,0.610431654676259,0.4600699968183264,37,1.0021084337349397,0.35135135135135137,332.0,332.7,0.566566265060241,0.43462578899909826,57,0.9937984496124033,0.3333333333333333,516.0,512.8000000000001,0.7135658914728683,0.28198127925117,69,1.0285488958990536,0.30434782608695654,634.0,652.1,0.8004731861198738,0.22174513111485966,69,1.0285488958990536,0.30434782608695654,634.0,652.1,0.8004731861198738,0.22174513111485966,69,1.0285488958990536,0.30434782608695654,634.0,652.1,0.8004731861198738,0.22174513111485966,92,1.3131516587677725,0.29347826086956524,844.0,1108.3,1.0867298578199052,0.17242623838310928,106,1.8409368635437877,0.3113207547169811,982.0,1807.7999999999995,1.186863543788187,0.3552937271822105,106,1.8409368635437877,0.3113207547169811,982.0,1807.7999999999995,1.186863543788187,0.3552937271822105,106,1.8409368635437877,0.3113207547169811,982.0,1807.7999999999995,1.186863543788187,0.3552937271822105,118,2.018990825688073,0.3305084745762712,1090.0,2200.7,1.4297247706422016,0.29186168037442634,127,1.983870967741935,0.33070866141732286,1178.0,2336.9999999999995,1.438624787775891,0.27483953786906296,136,1.8512658227848102,0.3161764705882353,1264.0,2340.0,1.343117088607595,0.2744871794871795,139,1.823219814241486,0.3237410071942446,1292.0,2355.6,1.3260835913312694,0.2726693835965359,168,1.575383631713555,0.31547619047619047,1564.0,2463.9,1.1647058823529413,0.2606842810178984,180,1.5168263473053891,0.32222222222222224,1670.0,2533.1,1.1322155688622755,0.2535628281552248,194,1.5288013318534959,0.34536082474226804,1802.0,2754.8999999999996,1.1723640399556046,0.23314820864641186
1 3 4 6 12,5,False,20,1.5203296703296703,0.3,182.0,276.7,0.7258241758241758,0.5225876400433682,37,1.0733727810650886,0.2972972972972973,338.0,362.79999999999995,0.6455621301775146,0.3985667034178611,47,0.9623853211009175,0.2765957446808511,436.0,419.6,0.6307339449541285,0.3446139180171592,47,0.9623853211009175,0.2765957446808511,436.0,419.6,0.6307339449541285,0.3446139180171592,47,0.9623853211009175,0.2765957446808511,436.0,419.6,0.6307339449541285,0.3446139180171592,47,0.9623853211009175,0.2765957446808511,436.0,419.6,0.6307339449541285,0.3446139180171592,47,0.9623853211009175,0.2765957446808511,436.0,419.6,0.6307339449541285,0.3446139180171592,53,0.9091463414634148,0.3018867924528302,492.0,447.30000000000007,0.6152439024390245,0.323272971160295,65,0.7430232558139535,0.24615384615384617,602.0,447.29999999999995,0.5028239202657806,0.32327297116029513,88,1.1126847290640394,0.25,812.0,903.5,0.8773399014778325,0.21151079136690648,102,1.6873684210526314,0.27450980392156865,950.0,1602.9999999999998,1.0112631578947366,0.40068621334996884,125,1.515292096219931,0.296,1164.0,1763.7999999999997,0.9634879725085909,0.3641569338927316,147,1.4377923976608187,0.2857142857142857,1368.0,1966.9,0.9682748538011697,0.32655447658752346,159,1.5987804878048781,0.3018867924528302,1476.0,2359.8,1.163617886178862,0.272184083396898,168,1.5959718670076728,0.30357142857142855,1564.0,2496.1000000000004,1.185294117647059,0.2573214214174111,177,1.5146060606060605,0.2937853107344633,1650.0,2499.1,1.1253333333333333,0.25701252450882317,180,1.4986293206197854,0.3,1678.0,2514.7,1.1158522050059594,0.25541814132898555,180,1.4986293206197854,0.3,1678.0,2514.7,1.1158522050059594,0.25541814132898555,180,1.4986293206197854,0.3,1678.0,2514.7,1.1158522050059594,0.25541814132898555,194,1.5118784530386737,0.3247422680412371,1810.0,2736.4999999999995,1.1570165745856353,0.23471587794628176
