date,venue,venue_code,race_number,scheduled_start_time,deadline_time,race_id,title,category,formation,first_numbers,second_numbers,third_numbers,ticket_count,combined_odds,estimated_hit_rate,estimated_hit_rate_pct,selected_tickets,status,late_generated,actual_ticket,actual_payout_units,invested_units,returned_units,profit_units,prediction_gate_profile,ticket_type,selection_role,sales_evidence_allowed,research_only_reason,candidate_selection_scope,first_back_max,first_chigire_max,first_p1_max,race_class_scope,invalid_selection_original_status,selection_integrity_status
2026-06-03,和歌山,55,10,15:25,15:20,20260603-55-10,Ａ級特選,Ａ級特選,35-35-3457,35,35,3457,4,9.293553357489,0.071174081031,7.12,3-5-4|3-5-7|5-3-4|5-3-7,miss,False,3-4-7,80.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,17.0,0.4095,0.256211125513,non_s,,
2026-06-03,防府,63,11,15:36,15:31,20260603-63-11,Ｓ級予選,Ｓ級予選,3-1-524 / 3-2-15 / 1-3-2,13,123,1245,6,1.245780494201,0.138,13.8,3-1-5|3-1-2|3-1-4|3-2-1|3-2-5|1-3-2,hit,False,3-2-5,8.5,6.0,8.5,2.5,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,10,15:47,15:42,20260603-42-10,Ａ級決勝,Ａ級決勝,23-34-2357,23,34,2357,8,3.9974279684,0.100870735731,10.09,2-3-5|2-3-7|2-4-3|2-4-5|2-4-7|3-4-2|3-4-5|3-4-7,miss,False,3-1-5,119.1,8.0,0.0,-8.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,1.0,0.1753,0.268232231054,non_s,,
2026-06-03,和歌山,55,11,15:56,15:51,20260603-55-11,Ａ級決勝,Ａ級決勝,36-36-2356,36,36,2356,4,10.154255231999,0.047445362076,4.74,3-6-2|3-6-5|6-3-2|6-3-5,miss,False,7-4-3,215.1,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,16.0,0.0625,0.210141265294,non_s,,
2026-06-03,青森,12,1,16:04,15:59,20260603-12-01,Ａ級一般,Ａ級一般,57-57-1257,57,57,1257,4,10.226287544693,0.056323409464,5.63,5-7-1|5-7-2|7-5-1|7-5-2,miss,False,7-2-1,14.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,4.0,0.3902,0.316142595254,non_s,,
2026-06-03,防府,63,12,16:11,16:06,20260603-63-12,Ｓ級初特選,Ｓ級初特選,7-2-1564 / 7-1-24 / 7-5-23 / 1-4-7,17,1245,1234567,9,1.964346040375,0.138,13.8,7-2-1|7-2-5|7-2-6|7-2-4|7-1-2|7-1-4|7-5-2|7-5-3|1-4-7,hit,False,7-5-2,21.2,9.0,21.2,12.2,manual_hofu_tenkai_20260603,trifecta,manual_forward,False,manual_hofu_forecast_requires_forward_evidence,manual_hofu_tenkai,,,,,,
2026-06-03,名古屋,42,11,16:20,16:15,20260603-42-11,Ｓ級決勝,Ｓ級決勝,24-24-1347,24,24,1347,6,4.61923222215,0.068051051083,6.81,2-4-1|2-4-3|2-4-7|4-2-1|4-2-3|4-2-7,miss,False,2-4-6,66.9,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,12.0,0.3317,0.231650095426,s,,
2026-06-03,青森,12,2,16:27,16:22,20260603-12-02,Ａ級一般,Ａ級一般,27-27-1237,27,27,1237,4,7.023755505839,0.065109863046,6.51,2-7-1|2-7-3|7-2-1|7-2-3,miss,False,4-1-2,117.9,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,4.0,0.2238,0.292054683309,non_s,,
2026-06-03,青森,12,3,16:50,16:45,20260603-12-03,Ａ級準決勝,Ａ級準決勝,12-17-1347,12,17,1347,8,24.507780309689,0.101549654791,10.15,1-7-3|1-7-4|2-1-3|2-1-4|2-1-7|2-7-1|2-7-3|2-7-4,miss,False,1-4-3,63.4,8.0,0.0,-8.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,7.0,0.2168,0.256574332448,non_s,,
2026-06-03,青森,12,4,17:13,17:08,20260603-12-04,Ａ級準決勝,Ａ級準決勝,15-13-1347,15,13,1347,8,3.994802521546,0.116453544436,11.65,1-3-4|1-3-7|5-1-3|5-1-4|5-1-7|5-3-1|5-3-4|5-3-7,miss,False,1-5-3,4.4,8.0,0.0,-8.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,19.0,0.1543,0.341092674415,non_s,,
2026-06-03,青森,12,5,17:36,17:31,20260603-12-05,Ａ級準決勝,Ａ級準決勝,35-35-3457,35,35,3457,4,4.311855415234,0.062599163078,6.26,3-5-4|3-5-7|5-3-4|5-3-7,miss,False,5-3-2,8.0,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,15.0,0.1127,0.271077241518,non_s,,
2026-06-03,青森,12,6,18:00,17:55,20260603-12-06,Ｓ級一般,Ｓ級一般,25-25-1257,25,25,1257,4,9.030911871305,0.06361555971,6.36,2-5-1|2-5-7|5-2-1|5-2-7,hit,False,5-2-7,40.2,4.0,40.2,36.2,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,7.0,0.4165,0.271304559513,s,,
2026-06-03,青森,12,7,18:24,18:19,20260603-12-07,Ｓ級一般,Ｓ級一般,47-47-1457,47,47,1457,4,8.100307666653,0.068115787719,6.81,4-7-1|4-7-5|7-4-1|7-4-5,miss,False,1-7-2,341.0,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,9.0,0.375,0.237890741362,s,,
2026-06-03,青森,12,8,18:48,18:43,20260603-12-08,Ｓ級選抜,Ｓ級選抜,12-17-1457,12,17,1457,8,9.170467247629,0.101043762933,10.1,1-7-4|1-7-5|2-1-4|2-1-5|2-1-7|2-7-1|2-7-4|2-7-5,miss,False,2-6-5,183.2,8.0,0.0,-8.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.5315,0.291227022855,s,,
2026-06-03,青森,12,9,19:13,19:08,20260603-12-09,Ｓ級選抜,Ｓ級選抜,45-45-3457,45,45,3457,4,8.554692385352,0.072772356956,7.28,4-5-3|4-5-7|5-4-3|5-4-7,miss,False,4-1-7,43.9,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,7.0,0.2792,0.313133039641,s,,
2026-06-03,青森,12,10,19:38,19:33,20260603-12-10,Ｓ級準決勝,Ｓ級準決勝,14-24-1345,14,24,1345,8,5.710238003493,0.088479579254,8.85,1-2-3|1-2-4|1-2-5|1-4-3|1-4-5|4-2-1|4-2-3|4-2-5,hit,False,2-4-1|4-2-1,17.9,8.0,7.6,-0.4,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.3265,0.221077102851,s,,
2026-06-03,青森,12,11,20:04,19:59,20260603-12-11,Ｓ級準決勝,Ｓ級準決勝,17-27-1237,17,27,1237,6,5.150246995849,0.081489116292,8.15,1-2-3|1-2-7|1-7-2|1-7-3|7-2-1|7-2-3,hit,False,7-2-1,12.9,6.0,12.9,6.9,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,5.0,0.3265,0.280244909111,s,,
2026-06-03,青森,12,12,20:30,20:25,20260603-12-12,Ｓ級準決勝,Ｓ級準決勝,13-14-1457,13,14,1457,8,6.167899520592,0.071003186071,7.1,1-4-5|1-4-7|3-1-4|3-1-5|3-1-7|3-4-1|3-4-5|3-4-7,miss,False,7-4-5,116.9,8.0,0.0,-8.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,1.0,0.316,0.26288870347,s,,
2026-06-03,高知,74,1,20:36,20:31,20260603-74-01,Ｌ級ガ一般,Ｌ級ガ一般,13-13-1235,13,13,1235,4,6.20509330652,0.067952044037,6.8,1-3-2|1-3-5|3-1-2|3-1-5,miss,False,1-5-3,136.1,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,2.0,0.552,0.257165638282,non_s,,
2026-06-03,前橋,22,1,20:41,20:36,20260603-22-01,Ａ級予選,Ａ級予選,13-12-1234,13,12,1234,6,6.767182300047,0.094022121436,9.4,1-2-3|1-2-4|3-1-2|3-1-4|3-2-1|3-2-4,miss,False,5-2-6,23.1,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,5.0,0.455,0.271481978241,non_s,,
2026-06-03,平塚,35,1,20:49,20:44,20260603-35-01,Ｌ級ガ予１,Ｌ級ガ予１,12-12-1234,12,12,1234,4,2.29913496711,0.091973733181,9.2,1-2-3|1-2-4|2-1-3|2-1-4,miss,False,2-3-1,35.1,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,3.0,0.0625,0.333681792287,non_s,,
2026-06-03,豊橋,45,1,20:57,20:52,20260603-45-01,Ａ級予選,Ａ級予選,24-14-1245,24,14,1245,6,7.785784108365,0.086044410392,8.6,2-1-4|2-1-5|2-4-1|2-4-5|4-1-2|4-1-5,miss,False,4-2-3,13.2,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,12.0,0.4113,0.259580727226,non_s,,
2026-06-03,高知,74,2,21:00,20:55,20260603-74-02,Ａ級チ一般,Ａ級チ一般,12-12-1234,12,12,1234,4,1.110320284698,0.071717636798,7.17,1-2-3|1-2-4|2-1-3|2-1-4,hit,False,2-1-3,1.9,4.0,1.9,-2.1,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,11.0,0.427,0.296093859419,non_s,,
2026-06-03,前橋,22,2,21:05,21:00,20260603-22-02,Ａ級予選,Ａ級予選,12-12-1235,12,12,1235,4,16.326529528109,0.071848341841,7.18,1-2-3|1-2-5|2-1-3|2-1-5,miss,False,2-3-1,5.0,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,13.0,0.2863,0.286483150257,non_s,,
2026-06-03,平塚,35,2,21:13,21:08,20260603-35-02,Ｌ級ガ予１,Ｌ級ガ予１,12-12-1234,12,12,1234,4,2.302450705151,0.105636804094,10.56,1-2-3|1-2-4|2-1-3|2-1-4,miss,False,1-4-2,17.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,8.0,0.1753,0.379033004542,non_s,,
2026-06-03,豊橋,45,2,21:21,21:16,20260603-45-02,Ａ級予選,Ａ級予選,13-13-1234,13,13,1234,4,15.692307692308,0.062635565881,6.26,1-3-2|1-3-4|3-1-2|3-1-4,miss,False,1-2-3,14.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.455,0.239897045406,non_s,,
2026-06-03,高知,74,3,21:24,21:19,20260603-74-03,Ａ級チ一般,Ａ級チ一般,12-12-1234,12,12,1234,4,,0.07913557344,7.91,1-2-3|1-2-4|2-1-3|2-1-4,miss,False,2-5-7,145.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,17.0,0.462,0.330379985553,non_s,,
2026-06-03,前橋,22,3,21:29,21:24,20260603-22-03,Ａ級予選,Ａ級予選,12-12-1234,12,12,1234,4,11.13,0.096102383496,9.61,1-2-3|1-2-4|2-1-3|2-1-4,miss,False,1-4-3,7.2,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,13.0,0.3003,0.383184525162,non_s,,
2026-06-03,平塚,35,3,21:37,21:32,20260603-35-03,Ａ級チ予選,Ａ級チ予選,14-12-1234,14,12,1234,6,9.806047516199,0.090144333553,9.01,1-2-3|1-2-4|4-1-2|4-1-3|4-2-1|4-2-3,miss,False,5-4-1,201.6,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,8.0,0.271,0.37846109617,non_s,,
2026-06-03,豊橋,45,3,21:45,21:40,20260603-45-03,Ａ級予選,Ａ級予選,12-12-1234,12,12,1234,4,3.853527922095,0.07683510206,7.68,1-2-3|1-2-4|2-1-3|2-1-4,hit,False,1-2-3,3.4,4.0,3.4,-0.6,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,9.0,0.4305,0.263506466017,non_s,,
2026-06-03,高知,74,4,21:48,21:43,20260603-74-04,Ａ級チ選抜,Ａ級チ選抜,12-12-1234,12,12,1234,4,9.339976275208,0.068331760988,6.83,1-2-3|1-2-4|2-1-3|2-1-4,miss,False,1-7-3,3.0,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,8.0,0.33,0.332598266857,non_s,,
2026-06-03,前橋,22,4,21:53,21:48,20260603-22-04,Ａ級予選,Ａ級予選,13-13-1235,13,13,1235,4,15.249436990602,0.05752595845,5.75,1-3-2|1-3-5|3-1-2|3-1-5,miss,False,2-1-5,7.8,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,5.0,0.3838,0.258563409411,non_s,,
2026-06-03,平塚,35,4,22:01,21:56,20260603-35-04,Ａ級チ予選,Ａ級チ予選,23-12-1245,23,12,1245,8,5.91491624826,0.107990323417,10.8,2-1-4|2-1-5|3-1-2|3-1-4|3-1-5|3-2-1|3-2-4|3-2-5,miss,False,1-2-6,13.1,8.0,0.0,-8.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,7.0,0.389,0.278441317566,non_s,,
2026-06-03,豊橋,45,4,22:09,22:04,20260603-45-04,Ａ級予選,Ａ級予選,12-12-1234,12,12,1234,4,8.850114708132,0.070332211906,7.03,1-2-3|1-2-4|2-1-3|2-1-4,miss,False,1-4-7,545.2,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.3277,0.284733499588,non_s,,
2026-06-03,高知,74,5,22:13,22:08,20260603-74-05,Ａ級チ選抜,Ａ級チ選抜,13-23-1234,13,23,1234,6,8.953133330092,0.093940906654,9.39,1-2-3|1-2-4|1-3-2|1-3-4|3-2-1|3-2-4,miss,False,1-6-7,91.9,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,12.0,0.3925,0.315405066723,non_s,,
2026-06-03,前橋,22,5,22:18,22:13,20260603-22-05,Ａ級予選,Ａ級予選,17-17-1237,17,17,1237,4,7.76139027167,0.063031891568,6.3,1-7-2|1-7-3|7-1-2|7-1-3,miss,False,7-2-5,181.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,2.0,0.2133,0.293614198439,non_s,,
2026-06-03,平塚,35,5,22:27,22:22,20260603-35-05,Ａ級チ予選,Ａ級チ予選,13-12-1234,13,12,1234,6,8.798444130127,0.092963555183,9.3,1-2-3|1-2-4|3-1-2|3-1-4|3-2-1|3-2-4,miss,False,1-7-6,434.2,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,9.0,0.2308,0.346096771527,non_s,,
2026-06-03,豊橋,45,5,22:36,22:31,20260603-45-05,Ａ級予選,Ａ級予選,12-12-1235,12,12,1235,4,3.751111938257,0.06425998607,6.43,1-2-3|1-2-5|2-1-3|2-1-5,hit,False,2-1-3,8.9,4.0,8.9,4.9,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.368,0.332203197255,non_s,,
2026-06-03,高知,74,6,22:39,22:34,20260603-74-06,Ｌ級ガ決勝,Ｌ級ガ決勝,12-12-1234,12,12,1234,4,1.545857169808,0.091879800727,9.19,1-2-3|1-2-4|2-1-3|2-1-4,hit,False,2-1-3,3.6,4.0,3.6,-0.4,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,13.0,0.0625,0.345810402613,non_s,,
2026-06-03,前橋,22,6,22:45,22:40,20260603-22-06,Ａ級予選,Ａ級予選,12-12-1235,12,12,1235,4,5.066787177845,0.072816544808,7.28,1-2-3|1-2-5|2-1-3|2-1-5,miss,False,2-1-4,3.5,4.0,0.0,-4.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,14.0,0.4305,0.37580960889,non_s,,
2026-06-03,平塚,35,6,22:54,22:49,20260603-35-06,Ａ級チ予選,Ａ級チ予選,13-23-1234,13,23,1234,6,3.329925898297,0.147225675453,14.72,1-2-3|1-2-4|1-3-2|1-3-4|3-2-1|3-2-4,hit,False,1-2-3,3.2,6.0,3.2,-2.8,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.3282,0.457666153272,non_s,,
2026-06-03,豊橋,45,6,23:03,22:58,20260603-45-06,Ａ級予選,Ａ級予選,14-12-1234,14,12,1234,6,3.276290194721,0.109587725531,10.96,1-2-3|1-2-4|4-1-2|4-1-3|4-2-1|4-2-3,miss,False,1-2-5,1.8,6.0,0.0,-6.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,16.0,0.4305,0.445427732903,non_s,,
2026-06-03,高知,74,7,23:06,23:01,20260603-74-07,Ａ級チ決勝,Ａ級チ決勝,12-12-1235,12,12,1235,4,2.789025192809,0.110345997008,11.03,1-2-3|1-2-5|2-1-3|2-1-5,pending,False,,,4.0,0.0,0.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,20.0,0.0625,0.369206992367,non_s,,
2026-06-03,前橋,22,7,23:12,23:07,20260603-22-07,Ａ級初特選,Ａ級初特選,14-13-1235,14,13,1235,8,4.583255336997,0.105099980117,10.51,1-3-2|1-3-5|4-1-2|4-1-3|4-1-5|4-3-1|4-3-2|4-3-5,pending,False,,,8.0,0.0,0.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.243,0.24443624334,non_s,,
2026-06-03,平塚,35,7,23:21,23:16,20260603-35-07,Ａ級チ予選,Ａ級チ予選,12-23-1345,12,23,1345,8,1.320974189773,0.188624373222,18.86,1-2-3|1-2-4|1-2-5|1-3-4|1-3-5|2-3-1|2-3-4|2-3-5,pending,False,,,8.0,0.0,0.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,18.0,0.163,0.530918960528,non_s,,
2026-06-03,豊橋,45,7,23:30,23:25,20260603-45-07,Ａ級初特選,Ａ級初特選,12-12-1245,12,12,1245,4,14.509416162076,0.052914999435,5.29,1-2-4|1-2-5|2-1-4|2-1-5,pending,False,,,4.0,0.0,0.0,allvenue_2x2x4_incremental_20260603,trifecta,model_forward,False,all_venue_forecast_requires_forward_evidence,all_venue_2x2x4_incremental,10.0,0.1875,0.237685768371,non_s,,
